npc_name,ge_page_title,join_pass,client_display_name,actor_id_count,actor_ids,actor_id_prefixes,race,clan,gender,occupation,affiliation,zones,map_coords
P'tahjha,P'tahjha,exact,p'tahjha,1,1000150,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,4-5
Pack Chocobo,Pack Chocobo,exact,pack chocobo,3,1500228 1500229 1500230,15,Chocobo,,,,,"South Shroud,North Shroud","38-49,21-16"
Padaku Sondaku,Padaku Sondaku,exact,padaku sondaku,1,1001329,10,Lalafell,,Male,,Ul'dah,Western Thanalan,35-13
Pahja Zhwan,Pahja Zhwan,exact,pahja zhwan,1,1001840,10,Miqo'te,Keeper of the Moon,Female,,Ul'dah,Ul'dah,6-6
Pamisolaux,Pamisolaux (1.x),exact,pamisolaux,1,1600040,16,Elezen,Wildwood Elezen,Male,Merchant,Ul'dah,Ul'dah,6-6
Panha Jaab,Panha Jaab,exact,panha jaab,1,1500079,15,Miqo'te,,Female,Gatewarden,Ishgard,Coerthas Eastern Highlands,48-9
Papala,Papala,exact,papala,1,1001316,10,Lalafell,Plainsfolk,Female,,Ul'dah,Eastern Thanalan,19-37
Papalymo,Papalymo,exact,papalymo,2,1000010 1002070,10,Lalafell,Plainsfolk,Male,Thaumaturge,Gridania,,
Papatori,Papatori,exact,papatori,1,1500247,15,Lalafell,Plainsfolk,Male,Repair Merchant,Ul'dah,Southern Thanalan,43-40
Papawa,Papawa,exact,papawa,1,1000962,10,Lalafell,,Female,,Ul'dah,Ul'dah,5-5
Papawazu,Papawazu,exact,papawazu,1,1600114,16,,,,Merchant,,Western La Noscea,7-20
Pasty-faced Adventurer,Pasty-faced Adventurer,exact,pasty-faced adventurer,1,1000264,10,Lalafell,,Male,,Limsa Lominsa,Limsa Lominsa,3-5
Patrick,Patrick (1.0),exact,patrick,1,1001358,10,Hyur,Midlander,Male,,,Coerthas Eastern Lowlands,63-35
Paul,Paul,exact,paul,1,1000677,10,Hyur,Midlander,Male,,Ishgard,Coerthas Eastern Highlands,48-9
Pearly-toothed Porter,Pearly-toothed Porter,exact,pearly-toothed porter,1,1000260,10,Hyur,Midlander,Male,,Limsa Lominsa,Limsa Lominsa,3-5
Pelhi Epocan,Pelhi Epocan,exact,pelhi epocan,1,1001753,10,Miqo'te,Keepers of the Moon,Female,,Ul'dah,Ul'dah,2-1
Peneli Zuneli,Peneli Zuneli,exact,peneli zuneli,1,1001421,10,Lalafell,,Male,,Ul'dah,Ul'dah,7-6
Penelope,Penelope,exact,penelope,2,1001033 1700001,10 17,Hyur,Midlander,Female,,Gridania,Gridania,6-6
Pepeli,Pepeli,exact,pepeli,1,1000670,10,Lalafell,,Female,,Gridania,Central Shroud,32-34
Perturbed Pugilist,Perturbed Pugilist,exact,perturbed pugilist,1,1001045,10,Roegadyn,,Male,,Ul'dah,Ul'dah,5-5
Pfarahr,Pfarahr,exact,pfarahr,1,1001707,10,Roegadyn,,Male,,Gridania,Gridania,6-6
Pfynhaemr,Pfynhaemr,exact,pfynhaemr,1,1000060,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,7-7
Pienne,Pienne (1.x),exact,pienne,1,1500407,15,Elezen,Duskwight Elezen,Female,,Limsa Lominsa,Lominsan Mercantile House,1-1
Pierriquet,Pierriquet,exact,pierriquet,1,1001169,10,Elezen,Wildwood Elezen,Male,Miner,Ul'dah,Ul'dah,6-6
Piers,Piers,exact,piers,1,1000626,10,Hyur,Midlander,male,,Gridania,Gridania,5-8
Pimelle,Pimelle,exact,pimelle,1,1600059,16,Elezen,Wildwood Elezen,Female,Merchant,Ul'dah,Ul'dah,5-4
Pine-scented Pirate,Pine-scented Pirate,exact,pine-scented pirate,2,1000088 1000872,10,Elezen,Wildwood Elezens,Female,,Limsa Lominsa,Limsa Lominsa,2-6
Piralnaut,Piralnaut,exact,piralnaut,2,1500001 9114411,15 91,Elezen,,Male,Regional Guildleve Master,Limsa Lominsa,Limsa Lominsa,7-5
Pissed Pirate,Pissed Pirate,exact,pissed pirate,1,1000258,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,6-3
Plush Moogle,Plush Moogle,exact,plush moogle,1,1001957,10,Moogle,,,,,West Shroud,15-38
Pofufu,Pofufu,exact,pofufu,1,1000432,10,Lalafell,Plainsfolk,Male,,Gridania,Gridania,6-6
Popoka,Popoka,exact,popoka,1,1001849,10,Lalafell,Plainsfolk,Female,Event NPC,,Ul'dah,5-3
Popokkuli,Popokkuli,exact,popokkuli,2,1000040 1000857,10,Lalafell,Dunesfolk,Male,Miner,Ul'dah,"Ul'dah, Central Thanalan",
Popori,Popori,exact,popori,1,1000651,10,Lalafell,,Female,,Ul'dah,Ul'dah,5-4
Positively Pungent Pirate,Positively Pungent Pirate,exact,positively pungent pirate,1,1000284,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,4-5
Powle,Powle,exact,powle,3,1000238 1000624 1002073,10,Hyur,Midlander,Female,Youngling,Gridania,Gridania,5-5
Prattling Adventurer,Prattling Adventurer,exact,prattling adventurer,1,1000449,10,Hyur,Midlander,Female,,,Limsa Lominsa Opening,
Priorfaix,Priorfaix,exact,priorfaix,1,1600112,16,,,,Merchant,,Mor Dhona,8-10
Proscen,Proscen,exact,proscen,1,1001339,10,Hyur,Midlander,Female,,Gridania,North Shroud,25-13
Prosperlain,Prosperlain,exact,prosperlain,1,1500127,15,Elezen,Wildwood Elezen,Male,Officer at Arms,Gridania,Gridania,6-2
Prudentia,Prudentia,exact,prudentia,1,1000168,10,Hyur,Midlanders,Male,,Limsa Lominsa,Limsa Lominsa,7-3
Pukiki,Pukiki,exact,pukiki,1,1001189,10,Lalafell,,Female,,Gridania,Gridania,6-4
Pukni Pakk,Pukni Pakk,exact,pukni pakk,1,1001937,10,Moogle,,,,,North Shroud,15-22
Pukno Poki,Pukno Poki,exact,pukno poki,1,1001936,10,Moogle,,,,,South Shroud,42-48
Pukwa Pika,Pukwa Pika,exact,pukwa pika,1,1001836,10,Moogle,,,,,West Shroud,41-18
Pulmia,Pulmia,exact,pulmia,1,1000169,10,Hyur,Midlanders,Female,,Limsa Lominsa,Limsa Lominsa,7-3
Pyha Jawantal,Pyha Jawantal,exact,pyha jawantal,1,1001602,10,Miqo'te,Keepers of the Moon,Female,Stone Torches,,Eastern Thanalan,40-28
Q'kholbeh,Q'kholbeh,exact,q'kholbeh,1,1001986,10,Miqo'te,Seekers of the Sun,Female,Event NPC,,Limsa Lominsa,7-6
Q'mhalawi,Q'mhalawi,exact,q'mhalawi,1,1000969,10,Miqo'te,Seekers of the Sun,Female,,Ul'dah,Ul'dah,5-5
Q'molosi,Q'molosi,exact,q'molosi,1,1001604,10,Miqo'te,Seekers of the Sun,Female,Botanist,,Western La Noscea,7-20
Q'zamqo,Q'zamqo,exact,q'zamqo,1,1001711,10,Miqo'te,Seekers of the Sun,Female,Wood Wailer,Gridania,Gridania,6-6
Qaruru,Qaruru,exact,qaruru,1,1001440,10,Lalafell,,Male,,Ul'dah,Ul'dah,7-4
Qata Nelhah,Qata Nelhah,exact,qata nelhah,1,1001462,10,Miqo'te,,Female,,Ul'dah,Ul'dah,5-4
Qhas Chalahko,Qhas Chalahko,exact,qhas chalahko,1,1000162,10,Miqo'te,Keepers of the Moon,Female,Guild Merchant,Limsa Lominsa,Limsa Lominsa,7-7
Qhom Jinjhal,Qhom Jinjhal,exact,qhom jinjhal,1,1001846,10,Miqo'te,Seeker of the Sun,Female,Event NPC,,Ul'dah,5-3
Qhon Chalahko,Qhon Chalahko,exact,qhon chalahko,1,1500425,15,Miqote,Keepers of the Moon,Female,Repair Merchant,Ul'dah,Ul'dahn Mercantile House,1-1
Qhota Nbolo,Qhota Nbolo,exact,qhota nbolo,1,1001171,10,Miqo'te,Keepers of the Moon,Female,Dancer,Ul'dah,Ul'dah,6-6
Qoqoba,Qoqoba,exact,qoqoba,2,1000855 1000856,10,Lalafell,,Female,,Ul'dah,Ul'dah,
Qualmish Miner,Qualmish Miner,exact,qualmish miner,2,1000699 1700022,10 17,Miqo'te,Seekers of the Sun,Female,,,Ul'dah,x-x
Quenburga,Quenburga,exact,quenburga,1,1001365,10,Hyur,Midlander,Female,,,,
Quiloud,Quiloud,exact,quiloud,1,1600052,16,Elezen,Wildwood Elezen,Male,Merchant,Ul'dah,Ul'dah,7-4
Quimperain,Quimperain,exact,quimperain,1,1600086,16,Elezen,Duskwight Elezen,Male,Merchant,Ul'dah,Ul'dah,5-6
Ququmi,Ququmi,exact,ququmi,1,1001991,10,Lalafell,Plainsfolk,Female,Event NPC,,Ul'dah,(5-3)
R'baharra,R'baharra,exact,r'baharra,1,1000340,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,4-5
R'djongo,R'djongo,exact,r'djongo,1,1000837,10,Miqo'te,Seekers of the Sun,Female,,Gridania,Gridania,3-1
R'dyunbu,R'dyunbu,exact,r'dyunbu,1,1500070,15,Miqo'te,Seekers of the Sun,Female,,Gridania,North Shroud,20-20
R'zalikko,R'zalikko,exact,r'zalikko,1,1500143,15,Miqo'te,Seekers of the Sun,Female,Merchant,Ul'dah,Spellcraft Row,1-1
Raaka Maaka,Raaka Maaka,exact,raaka maaka,1,1001631,10,Lalafell,,Male,,Limsa Lominsa,Limsa Lominsa,3-5
Radiant Tear,Radiant Tear,exact,radiant tear,1,1001347,10,Roegadyn,Sea Wolves,Male,,Gridania,South Shroud,44-47
Radulf,Radulf,exact,radulf,1,1001334,10,Hyur,Highlander,Male,,Ala Mhigo,Eastern Thanalan,32-38
Raenhyml,Raenhyml,exact,raenhyml,1,1001640,10,Roegadyn,Hellsguard,Male,,Ishgard,Coerthas Central Highlands,36-25
Raging Bull,Raging Bull,exact,raging bull,1,1500421,15,Roegadyn,Hellsguard,Male,Repair Merchant,Gridania,Gridanian Mercantile House,1-1
Raih Kaatapoh,Raih Kaatapoh,exact,raih kaatapoh,1,1600111,16,Miqo'te,Keepers of the Moon,Female,Merchant,Gridania,South Shroud,35-43
Rammbroes,Rammbroes,exact,rammbroes,1,1500271,15,Roegadyn,Hellsguard,Male,,Ul'dah,Eastern Thanalan,38-19
Raplulu,Raplulu,exact,raplulu,1,1001701,10,Lalafell,,Female,,Limsa Lominsa,Limsa Lominsa,1-1
Raragun,Raragun,exact,raragun,1,1000129,10,Lalafell,,Male,,Limsa Lominsa,Limsa Lominsa,5-2
Ratete,Ratete,exact,ratete,1,1500416,15,Lalafell,Dunesfolk,Female,Mercantile House Representative,Gridania,Gridanian Mercantile House,1-1
Raubahn Aldynn,Raubahn,exact,raubahn,2,1002051 1060008,10,Hyur,Highlander,Male,Company Leader,Ul'dah,Ul'dah,1-1
Rauffe,Rauffe,exact,rauffe,1,1500288,15,Hyur,Midlander,Male,Merchant,Gridania,North Shroud,21-16
Rawawa,Rawawa,exact,rawawa,1,1001362,10,Lalafell,,Female,,,,
Raya-O-Senna,Raya-O-Senna,exact,raya-o-senna,1,1001570,10,Padjal,,Female,,Gridania,North Shroud,15-22
Rebeccah,Rebeccah,exact,rebeccah,1,1500273,15,Hyur,Midlander,Female,,Ul'dah,Eastern Thanalan,37-19
Reinholdt,Reinholdt,exact,reinholdt,1,1001987,10,Hyur,Midlander,Male,Event NPC,,Limsa Lominsa,7-6
Relaxing Adventurer,Relaxing Adventurer,exact,relaxing adventurer,1,1000100,10,Elezen,Wildwood Elezen,Male,,Limsa Lominsa,Limsa Lominsa,5-7
Reluctant Boar,Reluctant Boar,exact,reluctant boar,1,1500142,15,Roegadyn,Sea Wolves,Male,Merchant,Ul'dah,Battlecraft Row,1-1
Reremaki,Reremaki,exact,reremaki,1,1600087,16,Lalafell,,Male,Merchant,Limsa Lominsa,Limsa Lominsa,6-3
Rerenasu,Rerenasu,exact,rerenasu,1,1000201,10,Lalafell,Plainsfolk,Male,,Limsa Lominsa,Limsa Lominsa,5-7
Reyner Hansred,Reyner,exact,reyner,2,1000140 1000141,10,Hyur,Midlander,Male,Guildmaster,Limsa Lominsa,Limsa Lominsa,2-6
Rhela Nbolo,Rhela Nbolo,exact,rhela nbolo,1,1001844,10,Miqo'te,Seeker of the Sun,Female,Event NPC,,Limsa Lominsa,7-6
Rhoe Jakkya,Rhoe Jakkya,exact,rhoe jakkya,1,1500426,15,Miqo'te,Keepers of the moon,Female,Mercantile House Representative,Limsa Lominsa,Lominsan Mercantile House,1-1
Rhoswen,Rhoswen,exact,rhoswen,1,1000148,10,Hyur,,Female,,,,
Rhuya Nelhah,Rhuya Nelhah,other-locale,serpent sergeant nelhah,2,1001623 1002109,10,Miqo'te,Keeper of the Moon,Female,Event NPC,Gridania,Gridania,6-5
Richly Attired Maiden,Richly Attired Maiden,exact,richly attired maiden,1,1000914,10,Lalafell,Dunesfolk,Female,,Ul'dah,Ul'dah,5-5
Rickeman,Rickeman,exact,rickeman,1,1001364,10,Hyur,Midlander,Male,,,,
Rimomo,Rimomo,exact,rimomo,1,1001153,10,Lalafell,Dunesfolk,Female,,,North Shroud,25-7
Rinh Maimhov,Rinh Maimhov,exact,rinh maimhov,1,1000646,10,Miqo'te,Keepers of the Moon,Female,,Ul'dah,Ul'dah,7-5
Ririgeo,Ririgeo,exact,ririgeo,1,1500075,15,Lalafell,Dunesfolk,Male,Gatewarden,Ul'dah,Western Thanalan,13-29
Roarich,Roarich,exact,roarich,1,1001191,10,Hyur,Midlander,Male,,Ul'dah,Ul'dah,7-4
Robairlain,Robairlain,exact,robairlain,1,1000050,10,Elezen,Wildwood Elezens,Male,,Limsa Lominsa,Limsa Lominsa,5-5
Robyn,Robyn (1.x),exact,robyn,1,1001444,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,4-7
Roderic,Roderic,exact,roderic,1,1600035,16,Elezen,Wildwood Elezen,Male,Merchant,Gridania,Gridania,6-5
Roelle,Roelle,exact,roelle,1,1500405,15,Elezen,Wildwood Elezen,Female,Merchant,Gridania,Gridanian Mercantile House,1-1
Ronan Kognan,Ronan Kognan,exact,ronan kognan,1,1001642,10,Lalafell,Plainsfolk,Male,Merchant,Gridania,Gridania,5-5
Ronthfohc,Ronthfohc,exact,ronthfohc,1,1001331,10,Roegadyn,,Male,,Ala Mhigo,Eastern Thanalan,32-38
Roosting Crow,Roosting Crow,exact,roosting crow,1,1001474,10,Roegadyn,,Male,,,Limsa Lominsa,7-2
Rorojaru,Rorojaru,exact,rorojaru,1,1000374,10,Lalafell,,Male,,Ul'dah,Ul'dah,7-4
Rosalind,Rosalind,exact,rosalind,1,1000665,10,Hyur,Midlander,Female,,Ul'dah,Ul'dah,7-6
Rosamund,Rosamund,exact,rosamund,1,1600085,16,Hyur,Midlander,Female,Merchant,Ul'dah,Ul'dah,7-6
Roserette,Roserette,exact,roserette,1,1600055,16,Elezen,Wildwood Elezen,Female,Merchant,Ul'dah,Ul'dah,6-4
Rostnsthal,Rostnsthal,exact,rostnsthal,2,1000005 1001652,10,Roegadyn,,Male,,,,
Roustebant,Roustebant,exact,roustebant,1,1600075,16,Elezen,Wildwood Elezen,Male,Merchant,Gridania,Gridania,7-2
Rowena,Rowena,exact,rowena,1,1500182,15,Hyur,Midlander,Female,Oblation & Runestone Merchant,Ul'dah,Ul'dah,5-4
Roysia,Roysia,exact,roysia,2,1500196 1500232,15,Hyur,Midlander,Female,,Limsa Lominsa,Lower La Noscea,25-29
Rubh Epocan,Rubh Epocan,exact,rubh epocan,1,1000179,10,Miqo'te,,Female,,Limsa Lominsa,Limsa Lominsa,4-5
Ruminating Elezen,Ruminating Elezen,exact,ruminating elezen,1,1000942,10,Elezen,Wildwood Elezen,Male,,Ala Mhigo,Western Thanalan,13-35
Rurubasa,Rurubasa,exact,rurubasa,1,1000490,10,Lalafell,,Male,,,,
Rururaji,Rururaji,exact,rururaji,1,1000840,10,Lalafell,,Male,,Ul'dah,Ul'dah,6-3
Ryd,Ryd,exact,ryd,2,1000412 1700024,10 17,Hyur,Midlander,Female,Youngling,Gridania,Gridania,5-5
Ryssfloh,Ryssfloh,exact,ryssfloh,1,1000359,10,Roegadyn,,Male,,,Lower La Noscea,25-29
S'gnayak,S'gnayak,exact,s'gnayak,1,1600009,16,Miqo'te,Seekers of the Sun,Female,Merchant,Limsa Lominsa,Limsa Lominsa,6-5
S'laiboli,S'laiboli (1.x),exact,s'laiboli,1,1000053,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,6-2
S'lyhhia,S'lyhhia,exact,s'lyhhia,1,1000932,10,Miqo'te,,Female,,Ul'dah,Ul'dah,
S'raemha,S'raemha,exact,s'raemha,1,1000157,10,Miqo'te,Seekers of the Sun,Female,Guild Merchant,Limsa Lominsa,Limsa Lominsa,4-7
Saelbmoht,Saelbmoht,exact,saelbmoht,1,1001732,10,Roegadyn,Sea Wolves,Male,,,Mor Dhona,16-21
Safufu,Safufu,exact,safufu,1,1001420,10,Lalafell,,Female,,Ul'dah,Ul'dah,7-6
Sahja Zhwan,Sahja Zhwan,exact,sahja zhwan,1,1001373,10,Miqo'te,,Female,,,,
Saintrelmaux,Saintrelmaux (1.x),exact,saintrelmaux,1,1500233,15,Elezen,Wildwood Elezen,Male,,Gridania,Gridania,6-7
Sami Gamduhla,Sami Gamduhla,exact,sami gamduhla,1,1500110,15,Miqo'te,Seekers of the Sun,Female,,,Western Thanalan,5-26
Sandre,Sandre,exact,sandre,1,1001102,10,Hyur,Midlander,Male,,Gridania,Gridania,4-3
Sansa,Sansa,exact,sansa,1,1000239,10,Hyur,Midlander,Female,Youngling,Gridania,Gridania,5-5
Sarra,Sarra,exact,sarra,1,1060029,10,Hyur,Midlander,Female,,Ul'dah,Western Thanalan,13-36
Sasapano,Sasapano,exact,sasapano,1,1001317,10,Lalafell,Plainsfolk,Male,,Ul'dah,Eastern Thanalan,38-19
Sasapiku,Sasapiku,exact,sasapiku,1,1001450,10,Lalafell,Dunesfolk,Male,,,Western Thanalan,5-26
Sathzant Sixhammers,Sathzant,exact,sathzant,1,1000338,10,Roegadyn,Hellsguard,Male,,Limsa Lominsa,Limsa Lominsa,7-7
Satiated Shopkeep,Satiated Shopkeep,exact,satiated shopkeep,1,1000257,10,Miqo'te,Seekers of the Sun,Female,,Limsa Lominsa,Limsa Lominsa,6-3
Saulette,Saulette (1.x),exact,saulette,1,1001032,10,Elezen,Wildwood Elezen,Female,,Ul'dah,,
Sayer,Sayer,exact,sayer,1,1500184,15,Hyur,Highlander,Male,Repair Merchant,Ul'dah,Mender's Row,1-1
Seburga,Seburga,exact,seburga,1,1500153,15,Hyur,Midlander,Female,Merchant,Gridania,Lower Tailors Den,1-1
Second Flame Commander,Second Flame Commander,exact,second flame commander,1,1001914,10,Lalafell,Dunesfolk,Male,Flame Commander,Ul'dah,Ul'dah,1-1
Second Serpent Commander,Second Serpent Commander,exact,second serpent commander,1,1001901,10,Elezen,Wildwood Elezen,Male,Serpent Commander,Gridania,Gridania,3-2
Seda Garanjy,Seda Garanjy,exact,seda garanjy,1,1001990,10,Miqo'te,Keepers of the Moon,Female,Event NPC,,Gridania,6-5
Seemingly Calm Adventurer,Seemingly Calm Adventurer,exact,seemingly calm adventurer,1,1000941,10,Miqo'te,,Female,,Ul'dah,Ul'dah,4-6
Seikfrae,Seikfrae,exact,seikfrae,1,1000436,10,Roegadyn,,Male,,Gridania,Gridania,6-6
Self-regarding Roegadyn,Self-regarding Roegadyn,exact,self-regarding roegadyn,1,1000811,10,Roegadyn,Sea Wolves,Male,,Ala Mhigo,Western Thanalan,13-35
Senah Chalahko,Senah Chalahko,exact,senah chalahko,1,1001309,10,Miqo'te,Seeker of the Sun,Female,,,Eastern La Noscea,31-18
Sence,Sence,exact,sence,2,1001498 1700042,10 17,Hyur,Midlander,Female,,Ul'dah,Ul'dah,1-1
Seranelien,Seranelien,exact,seranelien,1,1001378,10,Hyur,Midlander,Male,,,Ul'dah,4-4
Serpent Captain Tall Oak,Serpent Captain Tall Oak,exact,serpent captain tall oak,1,1001807,10,Roegadyn,Sea Wolves,Male,Serpent Captain,Gridania,Mor Dhona,9-13
Serpent Commander Flutaint,Serpent Commander Flutaint,exact,serpent commander flutaint,1,1001809,10,Elezen,Duskwight Elezen,Male,Serpent Commander,Gridania,Mor Dhona,9-13
Serpent Commander Yarborough,Serpent Commander Yarborough,exact,serpent commander yarborough,1,1001808,10,Hyur,Midlander,Female,Serpent Commander,Gridania,Mor Dhona,9-13
Serpent Lieutenant Fulke,Serpent Lieutenant Fulke,exact,serpent lieutenant fulke,1,1500200,15,Hyur,Midlander,Male,Serpent Lieutenant,Gridania,Gridania,1-1
Serpent Lieutenant Helbmoensyn,Serpent Lieutenant Helbmoensyn,exact,serpent lieutenant helbmoensyn,1,1500211,15,Roegadyn,,Male,Serpent Lieutenant,Gridania,Gridania,1-1
Serpent Lieutenant Soundraix,Serpent Lieutenant Sondraix,exact,serpent lieutenant sondraix,1,1001738,10,Elezen,Wildwood Elezen,Male,Serpent Lieutenant,Gridania,Gridania,1-1
Serpent Marshal Brookstone,Serpent Marshal Brookstone,exact,serpent marshal brookstone,1,1060025,10,Hyur,Midlander,Male,Serpent Marshal,Gridania,Gridania,3-2
Serpent Private Carver,Serpent Private Carver,exact,serpent private carver,1,1500326,15,Hyur,Midlander,Male,Serpent Private,Gridania,Gridania,6-4
Serpent Private Ganathain,Serpent Private Ganathain,exact,serpent private ganathain,1,1500389,15,Elezen,Wildwood Elezen,Male,Serpent Private,Gridania,Gridania,1-1
Serpent Private Hill,Serpent Private Hill,exact,serpent private hill,1,1500334,15,Hyur,Midlander,Female,Serpent Private,Gridania,Gridania,7-6
Serpent Private Hodder,Serpent Private Hodder,exact,serpent private hodder,1,1002090,10,Hyur,Midlander,Male,Serpent Private,Gridania,Gridania,6-6
Serpent Private Holmes,Serpent Private Holmes,exact,serpent private holmes,1,1500325,15,Hyur,Midlander,Male,Serpent Private,Gridania,Gridania,8-5
Serpent Private Kirk,Serpent Private Kirk,exact,serpent private kirk,1,1500335,15,Hyur,Midlander,Female,Serpent Private,Gridania,Gridania,7-2
Serpent Private Larke,Serpent Private Larke,exact,serpent private larke,1,1500281,15,Hyur,Highlander,Male,Serpent Private,Gridania,Gridania,1-1
Serpent Private Stone,Serpent Private Stone,exact,serpent private stone,1,1500333,15,Hyur,Midlander,Female,Serpent Private,Gridania,Gridania,5-3
Serpent Private White,Serpent Private White,exact,serpent private white,1,1500324,15,Hyur,Midlander,Male,Serpent Private,Gridania,Gridania,4-4
Serpent Sergeant Brenaile,Serpent Sergeant Brenaile,exact,serpent sergeant brenaile,1,1500285,15,Elezen,Wildwood Elezen,Female,Serpent Sergeant,Gridania,North Shroud,21-16
Serpent Sergeant Cordwyk,Serpent Sergeant Cordwyk,exact,serpent sergeant cordwyk,1,1500224,15,Hyur,Midlander,Male,Serpent Sergeant,Gridania,The Mun-Tuy Cellars,7-6
Serpent Sergeant Haurtelle,Serpent Sergeant Haurtelle,exact,serpent sergeant haurtelle,1,1500203,15,Elezen,Wildwood Elezen,Female,Serpent Sergeant,Gridania,Gridania,1-1
Serpent Sergeant Liflin Gulin,Serpent Sergeant Liflin Gulin,exact,serpent sergeant liflin gulin,1,1001698,10,Lalafell,,Male,Serpent Sergeant,Gridania,Coerthas Central Highlands,39-19
Serpent Sergeant Lodall,Serpent Sergeant Lodall,exact,serpent sergeant lodall,1,1500225,15,Hyur,Highlander,Male,Serpent Sergeant,Gridania,North Shroud,22-16
Serpent Sergeant Marquaile,Serpent Sergeant Marquaile,exact,serpent sergeant marquaile,1,1500214,15,Elezen,Wildwood Elezen,Female,Serpent Sergeant,Gridania,South Shroud,38-49
Sesebaru,Sesebaru,exact,sesebaru,1,1001182,10,Lalafell,Plainsfolk,Male,Linkshell Merchant,Ul'dah,Ul'dah,6-4
Seserikku,Seserikku,exact,seserikku,1,1500432,15,Lalafell,Dunesfolk,Male,Merchant,Ul'dah,Eastern Thanalan,38-19
Seserukka,Seserukka,exact,seserukka,2,1000041 1000858,10,Lalafell,Dunesfolk,Male,Miner,Ul'dah,"Ul'dah, Central Thanalan",
Shadowy Traveler,Shadowy Traveler,exact,shadowy traveler,1,1000445,10,Hyur,Midlanders,Male,,,Limsa Lominsa Opening,
Shalala,Shalala,exact,shalala,1,1000889,10,Lalafell,,Female,,,,
Shamani Lohmani,Shamani Lohmani,exact,shamani lohmani,1,1001012,10,Lalafell,,Male,,Ul'dah,Ul'dah,5-4
Shanga Meshanga,Shanga Meshanga,exact,shanga meshanga,1,1001048,10,Lalafell,,Male,,,Gridania,
Shaylee,Shaylee,exact,shaylee,1,1500163,15,Hyur,Midlander,Female,Merchant,Limsa Lominsa,Lower Tailors Ward,1-1
Shilgen,Shilgen,exact,shilgen,1,1000637,10,Hyur,Highlander,Male,Guild Merchant,Ul'dah,Ul'dah,6-6
Sholno Ralno,Sholno Ralno,exact,sholno ralno,1,1001637,10,Lalafell,Plainsfolk,Male,Wood Wailer,Gridania,South Shroud,39-44
Shoshoma,Shoshoma,exact,shoshoma,1,1000334,10,Lalafell,Plainsfolk,Female,,Limsa Lominsa,Limsa Lominsa,6-5
Sibold,Sibold,exact,sibold,1,1001932,10,Hyur,Highlander,Male,,Ul'dah,Ul'dah,6-4
Sidonia,Sidonia,exact,sidonia,1,1000675,10,Elezen,,Female,Guard,,Coerthas Central Highlands,18-39
Sinette,Sinette,exact,sinette,1,1001145,10,Elezen,,Female,,Ul'dah,Ul'dah,4-5
Singleton,Singleton,exact,singleton,1,1001445,10,Hyur,Midlander,Male,,Ul'dah,Ul'dah,5-5
Sisimuza Tetemuza,Sisimuza Tetemuza,other-locale,flame private sisimuza tetemuza,2,1001626 1002112,10,Lalafell,Plainsfolk,Male,Event NPC,Ul'dah,Ul'dah,5-3
Sisipu,Sisipu,exact,sisipu,2,1000155 1000156,10,Lalafell,Dunesfolk,Female,Puller,,Limsa Lominsa,6-6
Sizha Epocan,Sizha Epocan,exact,sizha epocan,1,1001805,10,Miqo'te,Keepers of the Moon,Female,Sculptor,Limsa Lominsa,Eastern La Noscea,31-18
Skaetlorh,Skaetlorh,exact,skaetlorh,1,1500105,15,Roegadyn,,Male,,Ishgard,Coerthas Eastern Highlands,48-9
Skarnabyl,Skarnabyl,exact,skarnabyl,1,1500185,15,Roegadyn,,Male,Repair Merchant,Gridania,Menders Den,1-1
Skarnwaen,Skarnwaen,exact,skarnwaen,1,1000333,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,6-6
Skittish Adventurer,Skittish Adventurer,exact,skittish adventurer,1,1000099,10,Hyur,Midlander,Female,,Limsa Lominsa,Limsa Lominsa,5-7
Skoefmynd,Skoefmynd,exact,skoefmynd,1,1000662,10,Roegadyn,Sea Wolves,Male,,Limsa Lominsa,Limsa Lominsa,6-7
Skribskoef,Skribskoef,exact,skribskoef,1,1001304,10,Roegadyn,Sea Wolves,Male,Yellowjacket,Limsa Lominsa,Western La Noscea,11-23
Skull Valley Battlewarden,Skull Valley Battlewarden,exact,skull valley battlewarden,1,1500014,15,Miqo'te,,Female,Battlewarden,Limsa Lominsa,Western La Noscea,15-18
Skyward Spriggan,Skyward Spriggan (Gridania),exact,skyward spriggan,3,1002009 1002010 1002011,10,Spriggan,,,Event NPC,,Gridania,7-6
Skyward Spriggan,Skyward Spriggan (Limsa Lominsa),exact,skyward spriggan,3,1002009 1002010 1002011,10,Spriggan,,,Event NPC,,Limsa Lominsa,7-6
Skyward Spriggan,Skyward Spriggan (Ul'dah),exact,skyward spriggan,3,1002009 1002010 1002011,10,Spriggan,,,Event NPC,,Ul'dah,(6-4)
