mob_name,ge_page_title,join_pass,client_display_name,mob_range_actor_ids,other_range_actor_ids,client_race_id,client_race_name,client_race_block,client_plural,spawn_container,client_leve,client_quest,client_proper_name,ge_family,removed_before_arr,notorious_monster,level_low,level_high,hp_low,hp_high
Revenant,Revenant,exact,revenant,2104312 2104313 2104323 2204308 2204309 2204310 2204311 2204312,,1043,Ghost,,revenants,persistent | leve-or-quest,,,0,Ghost,0,,30,39,1188,1524
Ringtail,Ringtail,exact,ringtail,2100507 2100508,,1005,Opo-opo,,ringtails,persistent,,,0,Opo-opo,0,,55,59,2742,2966
Ringtail Pteroc,Ringtail Pteroc,exact,ringtail pteroc,2200105,,1001,Puk,,ringtail pterocs,leve-or-quest,,,0,Puk,0,,25,45,553,1325
Ripe Shrieker,Ripe Shrieker,exact,ripe shrieker,2205909,,1059,Funguar,,ripe shriekers,leve-or-quest,,,0,Funguar,0,,56,,,
Roadrunner,Roadrunner,exact,roadrunner,2102007 2102008,,1020,Cockatrice,,roadrunners,persistent,,,0,Cockatrice,0,,55,59,3225,3489
Roadside Bewitcher,Roadside Bewitcher,exact,roadside bewitcher,2280185,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",roadside bewitchers,leve-or-quest,,,0,Enemy Humanoid,0,,27,,,
Roadside Bludgeoner,Roadside Bludgeoner,exact,roadside bludgeoner,2280184,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",roadside bludgeoners,leve-or-quest,,,0,Enemy Humanoid,0,,27,,,
Roadside Poacher,Roadside Poacher,exact,roadside poacher,2280181,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",roadside poachers,leve-or-quest,,,0,Enemy Humanoid,0,,27,,,
Roadside Tracker,Roadside Tracker,exact,roadside tracker,2280182,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",roadside trackers,leve-or-quest,,,0,Enemy Humanoid,0,,27,,,
Roadside Trapper,Roadside Trapper,exact,roadside trapper,2280180,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",roadside trappers,leve-or-quest,,,0,Enemy Humanoid,0,,27,,,
Rock Crab,Rock Crab,exact,rock crab,2107604,,1076,Crab,,rock crabs,persistent,,,0,Crab,0,,40,44,2402,2598
Rorogun the Tailtamer,Rorogun the Tailtamer,exact,rorogun the tailtamer,2280131,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",Rorogun the Tailtamer,leve-or-quest,Wanted: Rorogun the Tailtamer,,1,Enemy Humanoid,0,,,,,
Roselet,Roselet,exact,roselet,2102705 2102706,,1027,Flytrap,,roselets,persistent,,,0,Landtrap,0,,10,19,561,862
Roseling,Roseling,exact,roseling,2102701 2102702 2102719 2202709,,1027,Flytrap,,roselings,persistent | leve-or-quest,Wanted: Mammoth and Master | Wanted: Violent Verdure,Till Death Do Us Part,0,Landtrap,0,,10,19,561,862
Rotting Corpse,Rotting Corpse,exact,rotting corpse,2101801 2101802 2101808 2101809,,1018,Zombie,,rotting corpses,persistent,,,0,Fomor,0,,45,49,4239,4586
Rubyscale Pteroc,Rubyscale Pteroc,exact,rubyscale pteroc,2200106,,1001,Puk,,rubyscale pterocs,leve-or-quest,,,0,Puk,0,,30,54,384,1139
Ruffletuft Kupta Kapa,Ruffletuft Kupta Kapa,exact,ruffletuft kupta kapa,2210402,,1104,モーグリ,,Ruffletuft Kupta Kapa,leve-or-quest,,,1,Moogle,0,Yes,50,,,
Runagate Imp,Runagate Imp,exact,runagate imp,2202611,1001960,1026,Imp,,runagate imps,leve-or-quest,,Brother from Another Mother,0,Imp,0,,35,35,,
Sabletooth Spriggan,Sabletooth Spriggan,exact,sabletooth spriggan,2106214,,1062,Spriggan,,sabletooth spriggans,persistent,,In the Name of Science,0,Spriggan,0,,15,,885,
Sabotender,Sabotender,exact,sabotender,2100905 2100906 2100912 2200903 2200904 2200905,,1009,Sabotender,,sabotenders,persistent | leve-or-quest,,,0,Cactuar,0,,65,74,3142,3751
Sabotender Del Sol,Sabotender Del Sol,exact,sabotender del sol,2100907 2100908,,1009,Sabotender,,sabotenders del sol,persistent,,,0,Cactuar,0,,75,84,3825,4567
Salamander,Salamander,exact,salamander,2101311 2101312 2101320 2201306 2201307,,1013,Salamander,,salamanders,persistent | leve-or-quest,,,0,Salamander,0,,65,74,6676,7970
Salt Hare,Salt Hare,exact,salt hare,2204204 2204206 2204213,,1042,Slug,,salt hares,leve-or-quest,,,0,Slug,0,,30,59,1650,3245
Saltspray Pteroc,Saltspray Pteroc,exact,saltspray pteroc,2100105 2100106,,1001,Puk,,saltspray pterocs,persistent,,,0,Puk,0,,25,34,1105,1438
Sand Bat,Sand Bat,exact,sand bat,2304101,,1041,Bat,,sand bats,instanced-dungeon,,,0,Bat,0,,52,52,,
Sand Slug,Sand Slug,exact,sand slug,2104203,,1042,Slug,,sand slugs,persistent,,,0,Slug,0,,35,39,2961,3282
Sand Yarzon,Sand Yarzon,exact,sand yarzon,2205501 2205502,,1055,Yarzon,,sand yarzons,leve-or-quest,After the Battle | Sand Yarzon Sweep | Yarzons vs the Pilgrims,,0,Yarzon,0,,10,26,184,537
Sandskin Peiste,Sandskin Peiste,exact,sandskin peiste,2100703,,1007,Basilisk,,sandskin peistes,persistent,,,0,Basilisk,0,,55,59,3871,4187
Sandstorm,Sandstorm,exact,sandstorm,2305301,,1053,Swarm,,sandstorms,instanced-dungeon,,,0,Swarm,0,,51,51,,
Sargas,Sargas,exact,sargas,2301103,,1011,Crab,,Sargas,instanced-dungeon,,,1,Diremite,0,x,38,38,,
Sazel Ciloc the Divine,Sazel Ciloc the Divine,exact,sazel ciloc the divine,2206419 2206422,,1064,Ixal,,Sazel Ciloc the Divine,leve-or-quest,,,1,Ixal,0,Y,59,,,
Scalepuk,Scalepuk,exact,scalepuk,2200101 2200102,,1001,Puk,,scalepuks,leve-or-quest,Claws and Wings,,0,Puk,0,,10,26,214,586
Scarred Kalong,Scarred Kalong,exact,scarred kalong,2104108,,1041,Bat,,scarred kalongs,persistent,,,0,Bat,0,,45,49,1987,2150
Scarred Watchwolf,Scarred Watchwolf,exact,scarred watchwolf,2101422,,1014,Wolf/Hyena/Hellhound,,scarred watchwolves,persistent,,,0,Wolf,0,,59,59,,
Scout Vulture,Scout Vulture,exact,scout vulture,2101203 2101214,,1012,Vulture,,scout vultures,persistent,,,0,Vulture,0,,50,54,1900,2056
Scout Wolf,Scout Wolf,exact,scout wolf,2201428 2201429,1001962,1014,Wolf/Hyena/Hellhound,,scout wolves,leve-or-quest,,,0,Wolf,0,,50,,,
Scrambling Spriggan,Scrambling Spriggan,exact,scrambling spriggan,2106211,,1062,Spriggan,,scrambling spriggans,persistent,,,0,Spriggan,0,,20,,887,
Screamer,Screamer,exact,screamer,2105911 2105912,,1059,Funguar,,screamers,persistent,,,0,Funguar,0,,65,69,5106,5524
Screaming Kalong,Screaming Kalong,exact,screaming kalong,2104107,,1041,Bat,,screaming kalongs,persistent,,,0,Bat,0,,40,44,1802,1949
Screecher,Screecher,exact,screecher,2105910,,1059,Funguar,,screechers,persistent,,,0,Funguar,0,,55,59,4193,4536
Scurrying Spriggan,Scurrying Spriggan,exact,scurrying spriggan,2106212,,1062,Spriggan,,scurrying spriggans,persistent,,,0,Spriggan,0,,30,,1188,
Sea Hare,Sea Hare,exact,sea hare,2104205 2104206 2104207 2104214 2204210,,1042,Slug,,sea hares,persistent | leve-or-quest,,,0,Slug,0,,35,44,3279,4027
Sea Puk,Sea Puk,exact,sea puk,2100104,,1001,Puk,,sea puk,persistent,,,0,Puk,0,,25,29,1105,1242
Sea Wasp,Sea Wasp,exact,sea wasp,2105407,,1054,Jellyfish,,sea wasps,persistent,,,0,Aurelia,0,,55,59,2742,2966
Ser Aucheforne of the High Tide,Ser Aucheforne of the High Tide,exact,ser aucheforne of the high tide,2280109,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",Ser Aucheforne of the High Tide,leve-or-quest,Wanted: Ser Aucheforne of the High Tide,,1,Enemy Humanoid,0,,,,,
Serpent Reaver Claw,Serpent Reaver Claw,exact,serpent reaver claw,2180301,,1803,,"the Serpent Reavers, the pirate organization sworn to the Sahagin - claw, fin and eye are its ranks, all level 45 in Mistbeard Cove - plus the tail of the lunatic cult, whose main body sits in 1801",Serpent Reaver claws,persistent,,,1,Enemy Humanoid,0,,45,45,,
Serpent Reaver Eye,Serpent Reaver Eye,exact,serpent reaver eye,2180303,,1803,,"the Serpent Reavers, the pirate organization sworn to the Sahagin - claw, fin and eye are its ranks, all level 45 in Mistbeard Cove - plus the tail of the lunatic cult, whose main body sits in 1801",Serpent Reaver eyes,persistent,,,1,Enemy Humanoid,0,,45,45,,
Serpent Reaver Fin,Serpent Reaver Fin,exact,serpent reaver fin,2180302,,1803,,"the Serpent Reavers, the pirate organization sworn to the Sahagin - claw, fin and eye are its ranks, all level 45 in Mistbeard Cove - plus the tail of the lunatic cult, whose main body sits in 1801",Serpent Reaver fins,persistent,,,1,Enemy Humanoid,0,,45,45,,
Sewer Mole,Sewer Mole,exact,sewer mole,2105701 2105702,,1057,Hedgemole,,sewer moles,persistent,,,0,Mole,0,,1,9,793,1079
Shade Lurker,Shade Lurker,exact,shade lurker,2109907,,1099,妖火 (仮),,shade lurkers,persistent,,,0,Wisp,0,,15,16,245,269
Shade Seeker,Shade Seeker,exact,shade seeker,2109906,,1099,妖火 (仮),,shade seekers,persistent,,,0,Wisp,0,,15,,245,
Shadow Lurker,Shadow Lurker,exact,shadow lurker,2109913,,1099,妖火 (仮),,shadow lurkers,persistent,,,0,Wisp,0,,16,17,269,288
Shadow Seeker,Shadow Seeker,exact,shadow seeker,2109912,,1099,妖火 (仮),,shadow seekers,persistent,,,0,Wisp,0,,15,,245,
Shaggy Wolf,Shaggy Wolf,exact,shaggy wolf,2201402,,1014,Wolf/Hyena/Hellhound,,shaggy wolves,leve-or-quest,,,0,Wolf,0,,20,40,369,1009
Shaula,Shaula,exact,shaula,2301104,,1011,Crab,,Shaula,instanced-dungeon,,,1,Diremite,0,x,40,40,,
Shearing Sheridan,Shearing Sheridan,exact,shearing sheridan,2107619,,1076,Crab,,Shearing Sheridan,persistent,,,1,Crab,0,Yes,20,,2870,
Shore Slug,Shore Slug,exact,shore slug,2104201 2104202,,1042,Slug,,shore slugs,persistent,,,0,Slug,0,,25,34,2210,2876
Shroud Bee Swarm,Shroud Bee Swarm,exact,shroud bee swarm,2105303,,1053,Swarm,,Shroud bee swarms,persistent,,,1,Swarm,0,,17,17,,
Shroud Hare,Shroud Hare,exact,shroud hare,2104208 2104209,1001851,1042,Slug,,Shroud hares,persistent,,,1,Slug,0,,40,44,3724,4027
Shroud Shrew,Shroud Shrew,exact,shroud shrew,2105721 2105722 2105723,,1057,Hedgemole,,Shroud shrews,persistent,,,1,Mole,0,,10,16,,
Shuffling Spriggan,Shuffling Spriggan,exact,shuffling spriggan,2106210,,1062,Spriggan,,shuffling spriggans,persistent,,,0,Spriggan,0,,10,,663,
Sirocco,Sirocco,exact,sirocco,2100309,,1003,Antelope,,Sirocco,persistent,,Embracing the Beast,1,Antelope,0,x,42,,28739,
Skeleton Soldier,Skeleton Soldier,exact,skeleton soldier,2101904,,1019,Wight,,skeleton soldiers,persistent,,,0,Wight,0,,40,44,2402,2598
Skeleton Swordbearer,Skeleton Swordbearer,exact,skeleton swordbearer,2101903,,1019,Wight,,skeleton swordbearers,persistent,,,0,Wight,0,,35,39,2115,2344
Skulking Wolf,Skulking Wolf,exact,skulking wolf,2201403,,1014,Wolf/Hyena/Hellhound,,skulking wolves,leve-or-quest,,,0,Wolf,0,,30,54,494,1329
Slippery Sykes,Slippery Sykes,exact,slippery sykes,2104212,,1042,Slug,,Slippery Sykes,persistent,,,1,Slug,0,x,36,,15246,
Slithering Slug,Slithering Slug,exact,slithering slug,2204203,,1042,Slug,,slithering slugs,leve-or-quest,,,0,Slug,0,,45,45,,
Smoke Bomb,Smoke Bomb,exact,smoke bomb,2101603,,1016,Bomb,,smoke bombs,persistent,,,0,Bomb,0,,40,44,2162,2339
Smolenkos,Smolenkos,exact,smolenkos,2101707 2101708,,1017,Ahriman,,smolenkos,persistent,,,0,Ahriman,0,,75,84,7411,8848
Snapping Shrew,Snapping Shrew,exact,snapping shrew,2105705 2105706,,1057,Hedgemole,,snapping shrews,persistent,,,0,Mole,0,,1,21,793,1079
Snipper,Snipper,exact,snipper,2107609 2107610 2107616,,1076,Crab,,snippers,persistent,,,0,Crab,0,,60,69,3558,4249
Snowbuck Stag,Snowbuck Stag,exact,snowbuck stag,2100307 2100308,,1003,Antelope,,snowbuck stags,persistent,,,0,Antelope,0,,55,59,3064,3315
Snurble,Snurble,exact,snurble,2104403 2104404 2104406 2204401 2204402,,1044,Phurble,,snurbles,persistent | leve-or-quest,,,0,Snurble,0,,60,69,3914,4674
Sordes,Sordes (1.X),exact,sordes,2100111 2100112 2100115,,1001,Puk,,sordes,persistent,,,0,Puk,0,,40,44,1682,1819
Sotted Simian,Sotted Simian,exact,sotted simian,2200509,,1005,Opo-opo,,sotted simians,leve-or-quest,,,0,Opo-Opo,0,,30,42,,
Soulgazer,Soulgazer,exact,soulgazer,2301702,6500038,1017,Ahriman,,Soulgazer,instanced-dungeon,,,1,Ahriman,0,X,N/A,,N/A,
Spawning Orobon,Spawning Orobon,exact,spawning orobon,2104511 2104512,,1045,Angler,,spawning orobons,persistent,,,0,Angler,0,,16,19,316,385
Spelaean Slug,Spelaean Slug,exact,spelaean slug,2104215,,1042,Slug,,spelaean slugs,persistent,,,0,Slug,0,,16,19,316,385
Sphene Doblyn,Sphene Doblyn (1.0),exact,sphene doblyn,2102109 2102110 2102121 2102122,,1021,Coblyn,,sphene doblyns,persistent,,,0,Coblyn,0,,50,59,585,1745
Spindiggle,Spindiggle,exact,spindiggle,2106222 2106223 2106224,,1062,Spriggan,,spindiggles,persistent,,,0,Spriggan,0,,55,55,,
Spinesnap Ogre,Spinesnap Ogre,exact,spinesnap ogre,2102503,,1025,Ogre,,spinesnap ogres,persistent,,,0,Ogre,0,,80,84,10289,11131
Spiny Dormouse,Spiny Dormouse,exact,spiny dormouse,2104019,,1040,Rat,,spiny dormice,persistent,,,0,Rodent,0,,45,49,2649,2866
Spirit of the Wood,Spirit of the Wood,exact,spirit of the wood,2105201 2205201,1000608 1000610,1052,Elemental,,spirits of the wood,persistent | leve-or-quest,,,0,Elemental,0,,28,,2930,
Spiteful,Spiteful (1.x),exact,spiteful,2106221,,1062,Spriggan,,Spiteful,persistent,,,1,Spriggan,0,Y,55,55,,
Spitfire,Spitfire,exact,spitfire,2106207,,1062,Spriggan,,Spitfire,persistent,,Unfading Scars,1,Spriggan,0,Yes,47,,25346,
Spriggan,Spriggan,exact,spriggan,2106208 2106209 2206201 2206202 2206203 2206204 2206205 2206206,,1062,Spriggan,,spriggans,persistent | leve-or-quest,A Clean Sale | An Old-fashioned Exorcism | Golden Opportunity,F'lhaminn's Flower | Scrambled Eggs,0,Spriggan,0,,5,30,115,1188
Spriggan Bezzler,Spriggan Bezzler,exact,spriggan bezzler,2206214 2206215 2206216,,1062,Spriggan,,spriggans bezzlers,leve-or-quest,,,0,Spriggan,0,,30,42,,
Spriggan Collector,Spriggan Collector,exact,spriggan collector,2106201 2106202 2106203 2106204 2106205 2106206 2106215 2106216,,1062,Spriggan,,spriggan collectors,persistent,,,0,Spriggan,0,,5,14,463,859
Sprinting Spriggan,Sprinting Spriggan,exact,sprinting spriggan,2106213,,1062,Spriggan,,sprinting spriggans,persistent,,,0,Spriggan,0,,40,,1562,
Star Marmot,Star Marmot,exact,star marmot,2104009 2104010 2104027 2104028,,1040,Rat,,star marmots,persistent,,,0,Rodent,0,,1,3,720,777
Steropes,Steropes,exact,steropes,2210703,,1107,サイクロプス,,Steropes,leve-or-quest,,,1,Cyclopes,0,Y,55,,,
Stollenwurm,Stollenwurm,exact,stollenwurm,2102219,,1022,Drake,,Stollenwurm,persistent,,Fatal Seduction,1,Drake,0,,53,53,,
Stone Golem,Stone Golem,exact,stone golem,2208905,,1089,Golem (1.2),,stone golems,leve-or-quest,,,0,Golem,0,Y,55,,,
Stoneshell,Stoneshell,exact,stoneshell,2107607 2107608,,1076,Crab,,stoneshells,persistent,,,0,Crab,0,,35,39,2115,2344
Storm Biast,Storm Biast,exact,storm biast,2102211,,1022,Drake,,storm biasts,persistent,,,0,Drake,0,,70,74,4333,4688
Stormcry Boatswain,Stormcry Boatswain,exact,stormcry boatswain,2180211,,1802,,"pirates - buccaneers, Black Crow, Kraken, Mistbeard",Stormcry boatswains,persistent,,,1,Enemy Humanoid,0,,30,30,,
Stormcry Powder Monkey,Stormcry Powder Monkey,exact,stormcry powder monkey,2180212,,1802,,"pirates - buccaneers, Black Crow, Kraken, Mistbeard",Stormcry powder monkeys,persistent,,,1,Enemy Humanoid,0,,30,30,,
Stormcry Quartermaster,Stormcry Quartermaster,exact,stormcry quartermaster,2180210,,1802,,"pirates - buccaneers, Black Crow, Kraken, Mistbeard",Stormcry quartermasters,persistent,,,1,Enemy Humanoid,0,,30,30,,
Stray Dodo,Stray Dodo,exact,stray dodo,2202001,,1020,Cockatrice,,stray dodos,leve-or-quest,Herbicide,,0,Cockatrice,0,,15,31,590,1223
Stray Karakul Ewe,Stray Karakul Ewe,exact,stray karakul ewe,2206009 2206013,,1060,Sheep,,stray karakul ewes,leve-or-quest,,,0,Ram,0,,30,54,439,1234
Stray Karakul Ram,Stray Karakul Ram,exact,stray karakul ram,2206010 2206014,,1060,Sheep,,stray karakul rams,leve-or-quest,,,0,Ram,0,,30,54,439,1234
Stuffed Dodo,Stuffed Dodo,exact,stuffed dodo,2102009,,1020,Cockatrice,,stuffed dodos,persistent,,An Inconvenient Dodo,0,Cockatrice,0,,15,15,,
Stumbling Funguar,Stumbling Funguar,exact,stumbling funguar,2205901,,1059,Funguar,,stumbling funguars,leve-or-quest,,,0,Funguar,0,,3,15,272,590
Sulfur Slug,Sulfur Slug,exact,sulfur slug,2304201,,1042,Slug,,sulfur slugs,instanced-dungeon,,,0,Slug,0,,52,,,
Sultan's Trumpet,Sultan's Trumpet,exact,sultan's trumpet,2105708,,1057,Hedgemole,,sultan's trumpets,persistent,,,0,Mole,0,,15,19,1297,1458
Sultansworn Elite,Sultansworn Elite (Mob),exact,sultansworn elite,2289036,1001984,1890,,"named opponents of scripted fights - job-quest champions, coliseum challengers, Grand Company and bandit duel squads; 93 percent of its GE mobs are notorious monsters against a 12 percent baseline, and it sits past a deliberate gap from the 80x faction run",Sultansworn elites,leve-or-quest,,Paladin's Pledge,1,Enemy Humanoid,0,,50,50,,
Sun Midge Swarm,Sun Midge Swarm,exact,sun midge swarm,2105310,,1053,Swarm,,sun midge swarms,persistent,,,0,Swarm,0,,6,6,,
Sundrake,Sundrake,exact,sundrake,2102201,,1022,Drake,,sundrakes,persistent,Wanted: Coiled Adder,,0,Drake,0,,60,64,3558,3850
Sure-footed Billygoat,Sure-footed Billygoat,exact,sure-footed billygoat,2202302,,1023,Aldgoats,,sure-footed billygoats,leve-or-quest,,,0,Aldgoat,0,,40,68,865,2125
Surf Eft,Surf Eft,exact,surf eft,2101304,,1013,Salamander,,surf efts,persistent,,,0,Salamander,0,,55,59,5967,6455
Sylph Susurrus,Sylph Susurrus,exact,sylph susurrus,2106713 2106714 2106715 2106716 2106717 2106718,,1067,Sylph,,sylph susurrus,persistent,,,0,Sylph,0,,40,44,3363,3638
Syrphid Cloud,Syrphid Cloud,exact,syrphid cloud,2205304 2205305 2205306 2205310,,1053,Swarm,,syrphid clouds,leve-or-quest,,,0,Swarm,0,,15,54,177,1044
Syrphid Swarm,Syrphid Swarm,exact,syrphid swarm,2105305 2105306 2105314,,1053,Swarm,,syrphid swarms,persistent,,,0,Swarm,0,,15,24,354,920
Tainted Louse,Tainted Louse,exact,tainted louse,2305601,,1056,Chigoe,,tainted louses,instanced-dungeon,,,0,Chigoe,0,,39,39,,
Tarbh Uisge,Tarbh Uisge,exact,tarbh uisge,2200801,,1008,Buffalo,,Tarbh Uisge,leve-or-quest,Wanted: Mammoth and Master | Wanted: Soft Evidence | Wanted: Violent Verdure,,1,Buffalo,0,,60,,32022,
Tempered Captive,Tempered Captive,exact,tempered captive,2289001 2289002 2289003,,1890,,"named opponents of scripted fights - job-quest champions, coliseum challengers, Grand Company and bandit duel squads; 93 percent of its GE mobs are notorious monsters against a 12 percent baseline, and it sits past a deliberate gap from the 80x faction run",tempered captives,leve-or-quest,,,0,Hyur,0,x,,,,
Tempest Biast,Tempest Biast,exact,tempest biast,2102212,,1022,Drake,,tempest biasts,persistent,,,0,Drake,0,,75,79,4781,5173
Territorial Angler,Territorial Angler,exact,territorial angler,2204510,,1045,Angler,,territorial anglers,leve-or-quest,,,0,Angler,0,,50,50,,
Territorial Antling,Territorial Antling,exact,territorial antling,2203008,,1030,Antling,,territorial antlings,leve-or-quest,,,0,Antling,0,,27,,,
Territorial Chiglet,Territorial Chiglet,exact,territorial chiglet,2205612,,1056,Chigoe,,territorial chiglets,leve-or-quest,,,0,Chigoe,0,,25,,,
Territorial Coblyn,Territorial Coblyn,exact,territorial coblyn,2202114,,1021,Coblyn,,territorial coblyns,leve-or-quest,,,0,Coblyn,0,,25,,,
Territorial Digger,Territorial Digger,exact,territorial digger,2203010,,1030,Antling,,territorial diggers,leve-or-quest,,,0,Antling,0,,50,,,
Territorial Dreadwolf,Territorial Dreadwolf,exact,territorial dreadwolf,2201427,,1014,Wolf/Hyena/Hellhound,,territorial dreadwolves,leve-or-quest,,,0,Wolf,0,,46,46,,
Territorial Galago,Territorial Galago,exact,territorial galago,2200508,,1005,Opo-opo,,territorial galagos,leve-or-quest,,,0,Opo-opo,0,,27,,,
Territorial Gnat,Territorial Gnat,exact,territorial gnat,2200609,,1006,Gnat,,territorial gnats,leve-or-quest,,,0,Gnat,0,,48,,,
Territorial Hog,Territorial Hog,exact,territorial hog,2201506,,1015,Boar,,territorial hogs,leve-or-quest,,,0,Boar,0,,50,50,,
Territorial Megalocrab,Territorial Megalocrab,exact,territorial megalocrab,2207611,,1076,Crab,,territorial megalocrab,leve-or-quest,,,0,Crab,0,,48,,,
Territorial Raptor,Territorial Raptor,exact,territorial raptor,2200208,,1002,Raptor,,territorial raptors,leve-or-quest,,,0,Raptor,0,,50,,,
Territorial Roselet,Territorial Roselet,exact,territorial roselet,2202715,,1027,Flytrap,,territorial roselets,leve-or-quest,,,0,Landtrap,0,,48,48,,
Territorial Scavenger,Territorial Scavenger,exact,territorial scavenger,2205521,,1055,Yarzon,,territorial scavengers,leve-or-quest,,,0,Yarzon,0,,46,,,
Territorial Wolf,Territorial Wolf,exact,territorial wolf,2201424,,1014,Wolf/Hyena/Hellhound,,territorial wolves,leve-or-quest,,,0,Wolf,0,,29,,,
Territorial Yarzon,Territorial Yarzon,exact,territorial yarzon,2205518,,1055,Yarzon,,territorial yarzons,leve-or-quest,,,0,Yarzon,0,,29,,,
Thickshell,Thickshell,exact,thickshell,2107605 2107606,,1076,Crab,,thickshells,persistent,,,0,Crab,0,,25,34,1578,2054
Third Order Patriarch Zu Ga,Third Order Patriarch Zu Ga,exact,third order patriarch zu ga,2106665,,1066,Kobold,,Third Order Patriarch Zu Ga,persistent,,,1,Kobold,0,Yes,59,59,,
Thistletail Marmot,Thistletail Marmot,exact,thistletail marmot,2104011 2104012,,1040,Rat,,thisletail marmots,persistent,,,0,Rodent,0,,10,19,1019,1325
Thorned Roseling,Thorned Roseling,exact,thorned roseling,2102703 2102704,,1027,Flytrap,,thorned roselings,persistent,,,0,Landtrap,0,,20,29,887,1154
Tiny Dormouse,Tiny Dormouse,exact,tiny dormouse,2104013,,1040,Rat,,tiny dormice,persistent,,,0,Rodent,0,,35,39,2115,2344
Toad Poacher,Toad Poacher,exact,toad poacher,2180116 2180117 2180118 2180161 2180162,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",toad poachers,persistent,,,0,Enemy Humanoid,0,,35,44,,
Toadsquatter Femomo,Toadsquatter Femomo,exact,toadsquatter femomo,2280147,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",Toadsquatter Femomo,leve-or-quest,Wanted: Toadsquatter Femomo,,1,Enemy Humanoid,0,,,,,
Toadstool,Toadstool,exact,toadstool,2105905 2105906,,1059,Funguar,,toadstools,persistent,,,0,Funguar,0,,50,54,3800,4111
Toadtrap,Toadtrap,exact,toadtrap,2102721,,1027,Flytrap,,toadtraps,persistent,,,0,Landtrap,0,,31,32,,
Toothless Gladiator,Toothless Gladiator,exact,toothless gladiator,2289013,,1890,,"named opponents of scripted fights - job-quest champions, coliseum challengers, Grand Company and bandit duel squads; 93 percent of its GE mobs are notorious monsters against a 12 percent baseline, and it sits past a deliberate gap from the 80x faction run",toothless gladiators,leve-or-quest,,,0,Enemy Humanoid,0,Y,20,20,300,300
Tourney Gladiator,Tourney Gladiator,exact,tourney gladiator,2280157,,1801,,"brigands - footpads, highwaymen, raiders - and most of the lunatic cult, the rest of which is in 1803",tourney gladiators,leve-or-quest,,,0,Enemy Humanoid,0,,,,,
Toxic Flytrap,Toxic Flytrap,exact,toxic flytrap,2202706 2202708,1001852,1027,Flytrap,,toxic flytraps,leve-or-quest,,,0,Landtrap,0,,40,68,841,2083
Toxic Toad,Toxic Toad,exact,toxic toad,2103101 2103102 2103111 2103112 2103113,,1031,Gigantoad,,toxic toads,persistent,,,0,Toad,0,,45,54,3047,3637
Trancetoad,Trancetoad,exact,trancetoad,2203105,,1031,Gigantoad,,trancetoads,leve-or-quest,,,0,Toad,0,,40,52,,
Tree Slug,Tree Slug,exact,tree slug,2104216 2104217 2104218,,1042,Slug,,tree slugs,persistent,,,0,Slug,0,,27,29,,
Truffle Hog,Truffle Hog,exact,truffle hog,2101503 2101504,,1015,Boar,,truffle hogs,persistent,,,0,Boar,0,,50,59,4239,5060
Tuco-tuco,Tuco-tuco,exact,tuco-tuco,2105713 2105714,,1057,Hedgemole,,tuco-tucos,persistent,,,0,Mole,0,,45,54,3312,3953
Turquoise Dewflower Sylph,Turquoise Dewflower Sylph,exact,turquoise dewflower sylph,2206702,,1067,Sylph,,turquoise dewflower sylphs,leve-or-quest,,,0,Sylph,0,,30,50,768,1667
Tusked Hog,Tusked Hog,exact,tusked hog,2201501 2201502,,1015,Boar,,tusked hogs,leve-or-quest,,,0,Boar,0,,40,68,1057,2458
U'Ghamaro Ashman,U'Ghamaro Ashman,exact,u'ghamaro ashman,2106650 2106652 2106653,,1066,Kobold,,U'Ghamaro ashmen,persistent,,,1,Kobold,0,,55,,11205,
U'Ghamaro Gateman,U'Ghamaro Gateman,exact,u'ghamaro gateman,2106655 2106659,,1066,Kobold,,U'Ghamaro gatemen,persistent,,,1,Kobold,0,,56,57,3354,12495
U'Ghamaro Gurneyman,U'Ghamaro Gurneyman,exact,u'ghamaro gurneyman,2106643 2106644 2106646 2106647,6500045,1066,Kobold,,U'Ghamaro gurneymen,persistent,,,1,Kobold,0,,52,57,2686,12495
U'Ghamaro Junkman,U'Ghamaro Junkman,exact,u'ghamaro junkman,2106656 2106657 2106658,6500046,1066,Kobold,,U'Ghamaro junkmen,persistent,,,1,Kobold,0,,53,56,2842,3354
U'Ghamaro Overman,U'Ghamaro Overman,exact,u'ghamaro overman,2106651,6500048,1066,Kobold,,U'Ghamaro overmen,persistent,,,1,Kobold,0,,55,,11205,
