ge_page_title,ge_revision_id,ge_revision_timestamp,removed_before_arr,item_name,item_category,patch_introduced,required_level,optimal_level,required_rank,suits_classes,fits_races,favors_classes,requires_classes,gender_restriction,wear_durability_points,base_material,base_item,dye_colors,defense,magic_defense,damage,delay_seconds,number_of_attacks,recast_seconds,duration_seconds,blunt_attack_pct,piercing_attack_pct,slashing_attack_pct,projectile_attack_pct,evasion_bonus,magic_evasion_bonus,accuracy_bonus,magic_accuracy_bonus,attack_magic_potency_bonus,healing_magic_potency_bonus,enhancement_magic_potency_bonus,enfeebling_magic_potency_bonus,strength_bonus,vitality_bonus,dexterity_bonus,intelligence_bonus,mind_bonus,piety_bonus,hp_bonus,mp_bonus,craftsmanship_bonus,magic_craftsmanship_bonus,gathering_bonus,perception_bonus,output_bonus,has_attributes,materia_effect,meld_slots,meldable,convertible,materia_catalyst,recipe_templates_raw,stack_max,unique,untradeable,resale_price_gil,repair_class,repair_level,hq_effect,hq_bonus_attribute,description,source
Amber Earrings,76501,2012-07-20T21:11:57Z,0,Amber Earrings,Earrings,1.21,49,,,All Classes,,,,,6900,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,"{{Recipe |Name = Amber Earrings |Primary Skill = Goldsmithing |Primary Skill Level = 53 |Crystal 1 = Wind Shard |Crystal 1 Amount = 7 |Crystal 2 = Fire Shard |Crystal 2 Amount = 6 |Ingredients = Electrum Ingot, Amber, Amber |Main Hand NQ = Amber Earrings |Main Hand HQ+1 = Amber Earrings +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Amber Earrings |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,4200,Goldsmith,,,Earth Resistance,,ge-item-pages
Amber Ring,62449,2012-07-20T21:12:02Z,0,Amber Ring,Ring,1.21,49,,,All Classes,,,,,6900,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,No,Yes,,"{{Recipe |Name = Amber Ring |Primary Skill = Goldsmithing |Primary Skill Level = 53 |Crystal 1 = Wind Shard |Crystal 1 Amount = 7 |Crystal 2 = Fire Shard |Crystal 2 Amount = 6 |Ingredients = Electrum Ingot, Amber |Main Hand NQ = Amber Ring |Main Hand HQ+1 = Amber Ring +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Amber Ring |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,3500,Goldsmith,,,Vitality,,ge-item-pages
Amethyst,486036,2012-05-16T00:40:04Z,0,Amethyst,Gemstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Recipe | Name = Amethyst | Primary Skill = Goldsmithing | Primary Skill Level = 25 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 3 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Raw Amethyst |Main Hand NQ = Amethyst x1 |Main Hand HQ+1 = Amethyst +1 x1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Amethyst x1 |Off Hand HQ+1 = Amethyst x2 |Off Hand HQ+2 = |Off Hand HQ+3 = }},99,,,1050,,,,,A purple jewel.,ge-item-pages
Amethyst Bracelet,67090,2012-07-20T21:13:37Z,0,Amethyst Bracelets,Bracelets,1.21,38,,,All Classes,,,,,6900,,,,5,,,,,,,,,,,,,,,,,,,,,2,,,,,12,,,,,,,,,No,Yes,,"{{Recipe |Name = Amethyst Bracelets |Primary Skill = Goldsmithing |Primary Skill Level = 41 |Crystal 1 = Wind Shard |Crystal 1 Amount = 5 |Crystal 2 = Fire Shard |Crystal 2 Amount = 5 |Ingredients = Mythril Ingot, Amethyst, Amethyst |Main Hand NQ = Amethyst Bracelets |Main Hand HQ+1 = Amethyst Bracelets +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Amethyst Bracelets |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,3354,Goldsmith,,,Dexterity,,ge-item-pages
Amethyst Choker,160698,2012-07-20T21:13:42Z,0,Amethyst Choker,Necklace,1.21,38,,,All Classes,,,,,6900,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,No,Yes,,"{{Recipe |Name = Amethyst Choker |Primary Skill = Goldsmithing |Primary Skill Level = 41 |Crystal 1 = Wind Shard |Crystal 1 Amount = 5 |Crystal 2 = Fire Shard |Crystal 2 Amount = 5 |Ingredients = Mythril Ingot, Amethyst |Main Hand NQ = Amethyst Choker |Main Hand HQ+1 = Amethyst Choker +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Amethyst Choker |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,2886,Goldsmith,,,Lightning Magic Potency,,ge-item-pages
Amethyst Earrings,75522,2012-07-20T21:13:46Z,0,Amethyst Earrings,Earrings,1.21,39,,,All Classes,,,,,6900,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,"{{Recipe |Name = Amethyst Earrings |Primary Skill = Goldsmithing |Primary Skill Level = 43 |Crystal 1 = Wind Shard |Crystal 1 Amount = 5 |Crystal 2 = Fire Shard |Crystal 2 Amount = 5 |Ingredients = Mythril Ingot, Amethyst, Amethyst |Main Hand NQ = Amethyst Earrings |Main Hand HQ+1 = Amethyst Earrings +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Amethyst Earrings |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,3360,Goldsmith,,,Lightning Resistance,,ge-item-pages
Amethyst Ring,161021,2012-07-20T21:13:49Z,0,Amethyst Ring,Ring,1.21,39,,,All Classes,,,,,6900,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,No,Yes,,"{{Recipe |Name = Amethyst Ring |Primary Skill = Goldsmithing |Primary Skill Level = 43 |Crystal 1 = Wind Shard |Crystal 1 Amount = 5 |Crystal 2 = Fire Shard |Crystal 2 Amount = 5 |Ingredients = Mythril Ingot, Amethyst |Main Hand NQ = Amethyst Ring |Main Hand HQ+1 = Amethyst Ring +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Amethyst Ring |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,2800,Goldsmith,,,Dexterity,,ge-item-pages
Anathema,229259,2012-07-13T14:57:32Z,0,Anathema,Thaumaturge's Arm,1.17,,35,,,,,"THM, BLM",,87840,,,,,,19,2.9,,,,100,,,,,,,,17,,,,,,,4,,,,24,,,,,,yes,,,no,no,,,,yes,yes,,Goldsmith,,,,,ge-item-pages
Angler's Hat,251353,2012-05-11T18:15:55Z,0,Angler's Hat,Hat,,,36,,All Classes,,,,,18070,,,"Blue, Yellow",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,Yes,Yes,,"{{Recipe |Name = Angler's Hat |Primary Skill = Weaving |Primary Skill Level = 39 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 5 |Crystal 2 = Wind Shard |Crystal 2 Amount = 5 |Ingredients = Straw, Straw, Straw, Peiste Leather, Undyed Linen |Main Hand NQ = Angler's Hat |Main Hand HQ+1 = Angler's Hat +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Angler's Hat |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,2220,Weaver,26,,Perception,,ge-item-pages
Angler's Hat of Dexterity,411279,2012-05-11T18:16:40Z,0,Angler's Hat of Dexterity,Hat,,36,,,,,,Discipline of the Land,,18070,,,"Blue, Yellow",34,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,20,,,,,Yes,Yes,,"{{Recipe |Name = Angler's Hat of Dexterity |Primary Skill = Weaving |Primary Skill Level = 39 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 10 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Angler's Hat, Undyed Linen |Main Hand NQ = Angler's Hat of Dexterity |Main Hand HQ+1 = Angler's Hat of Dexterity +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Angler's Hat of Dexterity |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,2220,Weaver,26,,Dexterity,,ge-item-pages
Angler's Hat of Strength,411295,2012-05-11T18:16:54Z,0,Angler's Hat of Strength,Hat,,36,,,,,,Discipline of the Land,,18070,,,"Blue, Yellow",34,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,20,,,,,Yes,Yes,,"{{Recipe |Name = Angler's Hat of Strength |Primary Skill = Weaving |Primary Skill Level = 39 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = Fire Shard |Crystal 1 Amount = 10 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Angler's Hat, Undyed Linen |Main Hand NQ = Angler's Hat of Strength |Main Hand HQ+1 = Angler's Hat of Strength +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Angler's Hat of Strength |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,2220,Weaver,26,,Strength,,ge-item-pages
Animal Fat,265276,2012-06-28T14:40:52Z,0,Animal Fat,Reagent,1.22a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,97,,,,,The foul-smelling fatty tissue of a beastkin.,ge-item-pages
Animal Glue,405613,2012-05-13T21:31:15Z,0,Animal Glue,Reagent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Animal Glue | Primary Skill = Alchemy | Primary Skill Level = 02 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Water Shard |Crystal 1 Amount = 1 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Bone Chip, Bone Chip, Sheepskin |Main Hand NQ = Animal Glue x2 |Main Hand HQ+1 = Animal Glue +1 x2 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Animal Glue x2 |Off Hand HQ+1 = Animal Glue x4 |Off Hand HQ+2 = |Off Hand HQ+3 = }} {{Recipe | Name = Animal Glue | Primary Skill = Alchemy | Primary Skill Level = 08 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Water Shard |Crystal 1 Amount = 2 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Bone Ash, Muddy Water, Rat Pelt, Rat Pelt, Rat Pelt |Main Hand NQ = Animal Glue x2 |Main Hand HQ+1 = Animal Glue +1 x2 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Animal Glue x2 |Off Hand HQ+1 = Animal Glue x4 |Off Hand HQ+2 = |Off Hand HQ+3 = }} {{Recipe | Name = Animal Glue | Primary Skill = Alchemy | Primary Skill Level = 08 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Water Shard |Crystal 1 Amount = 2 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Bone Chip, Muddy Water, Squirrel Pelt, Squirrel Pelt, Squirrel Pelt |Main Hand NQ = Animal Glue x2 |Main Hand HQ+1 = Animal Glue +1 x2 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Animal Glue x2 |Off Hand HQ+1 = Animal Glue x4 |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,86,,,,,An adhesive substance created by boiling down the hides of various animals.,ge-item-pages
Antelope Horn,170677,2012-04-21T17:36:41Z,0,Antelope Horn,Bone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,396,,,,,"The thin, coiled horn of an antelope buck.",ge-item-pages
Antelope Shank,337055,2012-03-19T21:14:44Z,0,Antelope Shank,Meat,,,,,,,,,,,,,,,,,,,5,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,116,,,,,A tough piece of meat taken from the upper-leg of an antelope.,ge-item-pages
Antelope Sinew,445596,2012-05-13T23:34:54Z,0,Antelope Sinew,Fiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,132,,,+1,,The tough yet flexible tendon of an antelope.,ge-item-pages
Antelope Sinew Bowstring,275707,2011-09-30T12:07:56Z,1,Antelope Sinew Bowstring,Weapon Part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Antelope Sinew Bowstring | Primary Skill = Leathercraft | Primary Skill Level = 11 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = Tawing Training | Training 2 = Bowyering Training | Guild Facilities = |Crystal 1 = Lightning Shard |Crystal 1 Amount = 8 |Crystal 2 = Wind Shard |Crystal 2 Amount = 4 |Ingredients = Antelope Sinew, Antelope Sinew, Antelope Sinew, Beeswax |Main Hand NQ = Antelope Sinew Bowstring |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,,,,,,A sturdy bowstring made by twisting together several strands of antelope sinew.,ge-item-pages
Antelope Sinew Cord,433083,2011-09-30T12:08:16Z,1,Antelope Sinew Cord,Fiber,,,,10,All Classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Antelope Sinew Cord | Primary Skill = Leathercraft | Primary Skill Level = 14 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = Tawing Training | Training 2 = | Simple Facilities = Yes |Crystal 1 = Lightning Shard |Crystal 1 Amount = 6 |Crystal 2 = Wind Shard |Crystal 2 Amount = 3 |Ingredients = Antelope Sinew, Beeswax |Main Hand NQ = Antelope Sinew Cord x12 |Main Hand HQ+1 = Antelope Sinew Cord x16 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,15,,,+1,,A long cord spun from antelope sinew.,ge-item-pages
Antling Egg,477236,2010-12-18T03:57:12Z,0,Antling Egg,Other,,,,,All Classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,ge-item-pages
Apkallu Down,430327,2011-02-02T16:38:34Z,0,Apkallu Down,Feather,,,,15,All Classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,,,,,,Down feathers taken from the breast of a young apkallu.,ge-item-pages
Apkallu Egg,446494,2012-03-19T23:02:18Z,0,Apkallu Egg,Egg,,,,,,,,,,,,,,,,,,,5,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,221,,,,,The large egg of a wild apkallu.,ge-item-pages
Apkallu Omelette,107137,2012-07-05T18:51:59Z,0,Apkallu Omelette,Egg Dish,1.21,,,,,,,,,,,,,,,,,,5,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Apkallu Omelette |Primary Skill = Cooking |Primary Skill Level = 55 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Crystal 1 = Fire Crystal |Crystal 1 Amount = 1 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Black Truffle, Apkallu Egg, Sweet Cream, Salted Butter, Table Salt, Mineral Water |Main Hand NQ = Apkallu Omelette x2 |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Apkallu Omelette x2 |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,169,,,,,Apkallu eggs beaten and then cooked in rich butter until fluffy and light. A favorite in Vylbrand's coastal hamlets.,ge-item-pages
Apple Juice,310331,2012-05-19T03:24:28Z,0,Apple Juice,Drink,,,,,,,,,,,,,,,,,,,5,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Apple Juice | Primary Skill = Cooking | Primary Skill Level = 40 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Crystal 1 = Water Shard | Crystal 1 Amount = 4 | Crystal 2 = | Crystal 2 Amount = | Ingredients = Faerie Apple, Faerie Apple, Faerie Apple, Faerie Apple, Faerie Apple, Faerie Apple | Main Hand NQ = Apple Juice x3 | Main Hand HQ+1 = Apple Juice +1 x3 | Main Hand HQ+2 = | Main Hand HQ+3 = | Off Hand NQ = Apple Juice x3 | Off Hand HQ+1 = | Off Hand HQ+2 = | Off Hand HQ+3 = }}",99,,,105,,,,,"Juice freshly squeezed from shiny, red faerie apples.",ge-item-pages
Apple Tart,94597,2012-05-19T02:52:44Z,0,Apple Tart,Sweet,,,,,,,,,,,,,,,,,,,5,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Apple Tart | Primary Skill = Cooking | Primary Skill Level = 16 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Crystal 1 = Fire Shard | Crystal 1 Amount = 2 | Crystal 2 = | Crystal 2 Amount = | Ingredients = Pie Dough, Faerie Apple, Chicken Egg, Cinnamon, Maple Sugar, Salted Butter, Mineral Water | Main Hand NQ = Apple Tart x5 | Main Hand HQ+1 = | Main Hand HQ+2 = | Main Hand HQ+3 = | Off Hand NQ = Apple Tart x5 | Off Hand HQ+1 = | Off Hand HQ+2 = | Off Hand HQ+3 = }}",99,,,51,,,,,A round pastry filled with sweet faerie apples and fragrant spices.,ge-item-pages
Aquamarine,442636,2012-05-16T00:41:39Z,0,Aquamarine,Gemstone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{Recipe | Name = Aquamarine | Primary Skill = Goldsmithing | Primary Skill Level = 25 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Wind Shard |Crystal 1 Amount = 3 |Crystal 2 = |Crystal 2 Amount = |Ingredients = Raw Aquamarine |Main Hand NQ = Aquamarine x1 |Main Hand HQ+1 = Aquamarine +1 x1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Aquamarine x1 |Off Hand HQ+1 = Aquamarine x2 |Off Hand HQ+2 = |Off Hand HQ+3 = }},99,,,1050,,,,,A blue jewel.,ge-item-pages
Aquamarine Bracelets,66291,2012-07-20T21:13:52Z,0,Aquamarine Bracelets,Bracelets,1.21,38,,,All Classes,,,,,6900,,,,5,,,,,,,,,,,,,,,,,,,,,,,2,,,12,,,,,,,,,No,Yes,,"{{Recipe |Name = Aquamarine Bracelets |Primary Skill = Goldsmithing |Primary Skill Level = 41 |Crystal 1 = Wind Shard |Crystal 1 Amount = 5 |Crystal 2 = Fire Shard |Crystal 2 Amount = 5 |Ingredients = Mythril Ingot, Aquamarine, Aquamarine |Main Hand NQ = Aquamarine Bracelets |Main Hand HQ+1 = Aquamarine Bracelets +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Aquamarine Bracelets |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,3354,Goldsmith,,,Mind,,ge-item-pages
Aquamarine Choker,161280,2012-07-20T21:13:55Z,0,Aquamarine Choker,Necklace,1.21,38,,,All Classes,,,,,6900,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,No,Yes,,"{{Recipe |Name = Aquamarine Choker |Primary Skill = Goldsmithing |Primary Skill Level = 41 |Crystal 1 = Wind Shard |Crystal 1 Amount = 5 |Crystal 2 = Fire Shard |Crystal 2 Amount = 5 |Ingredients = Mythril Ingot, Aquamarine |Main Hand NQ = Aquamarine Choker |Main Hand HQ+1 = Aquamarine Choker +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Aquamarine Choker |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,2886,Goldsmith,,,Water Magic Potency,,ge-item-pages
Aquamarine Earrings,74560,2012-07-05T18:52:10Z,0,Aquamarine Earrings,Earrings,1.21,39,,,All Classes,,,,,100,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,"{{Recipe |Name = Aquamarine Earrings |Primary Skill = Goldsmithing |Primary Skill Level = 43 |Crystal 1 = Wind Shard |Crystal 1 Amount = 5 |Crystal 2 = Fire Shard |Crystal 2 Amount = 5 |Ingredients = Mythril Ingot, Aquamarine, Aquamarine |Main Hand NQ = Aquamarine Earrings |Main Hand HQ+1 = Aquamarine Earrings +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Aquamarine Earrings |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,3360,Goldsmith,,,Water Resistance,,ge-item-pages
Aquamarine Ring,161599,2012-07-20T21:13:58Z,0,Aquamarine Ring,Ring,1.21,39,,,All Classes,,,,,6900,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,No,Yes,,"{{Recipe |Name = Aquamarine Ring |Primary Skill = Goldsmithing |Primary Skill Level = 43 |Crystal 1 = Wind Shard |Crystal 1 Amount = 5 |Crystal 2 = Fire Shard |Crystal 2 Amount = 5 |Ingredients = Mythril Ingot, Aquamarine |Main Hand NQ = Aquamarine Ring |Main Hand HQ+1 = Aquamarine Ring +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Aquamarine Ring |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,2800,Goldsmith,,,Mind,,ge-item-pages
Aquarium Bone Crayfish,477320,2010-12-18T03:57:22Z,0,Aquarium Bone Crayfish,Other,,,,,All Classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,ge-item-pages
Aquarium Monke Onke,477306,2010-12-18T03:57:43Z,0,Aquarium Monke Onke,Other,,,,,All Classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,ge-item-pages
Aqueous Whetstone,265731,2012-06-28T14:41:57Z,0,Aqueous Whetstone,Stone,1.22a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,A whetstone carved from aqueous rock. Used for sharpening metal or stone blades.,ge-item-pages
Argent Lac Bugs,339261,2012-05-14T05:37:48Z,1,Argent Lac Bugs,Paint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,,,167,,,,,An insect from whose secretions argent lacquer can be made.,ge-item-pages
Argent Lacquer,339049,2011-09-30T12:51:18Z,1,Argent Lacquer,Paint,,,,30,,,,,,,,Lacquer,"Argent,Azure,Gules,Or,Purpure,Sable,Vert",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe | Name = Argent Lacquer | Primary Skill = Alchemy | Primary Skill Level = 40 | Secondary Skill = | Secondary Skill Level = | Secondary Skill 2 = | Secondary Skill 2 Level = | Training 1 = | Training 2 = | Guild Facilities = |Crystal 1 = Fire Shard |Crystal 1 Amount = 4 |Crystal 2 = Water Shard |Crystal 2 Amount = 4 |Ingredients = Argent Lac Bugs, Argent Lac Bugs, Argent Lac Bugs, Argent Lac Bugs |Main Hand NQ = Argent Lacquer x 12 |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",99,,,108,,,+3,,Shiny white varnish made from lac bug secretions. Used for coloring wood.,ge-item-pages
Armor Remnants,381981,2010-10-21T21:13:41Z,0,Armor Remnants,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,Leather armor scraps kept by the leatherworkers for use in making repairs. The guild teaches that nothing in which the elementals reside may be discarded.,ge-item-pages
Armorer's Visor,18290,2012-08-11T19:29:32Z,0,Armorer's Visor,Mask,1.23,50,,,,,,ARM,,13900,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,y,y,,"{{Recipe |Name = |Primary Skill = Armorcraft |Primary Skill Level = 55 |Crystal 1 = Earth Cluster |Crystal 1 Amount = 1 |Crystal 2 = Ice Cluster |Crystal 2 Amount = 1 |Ingredients = Darksteel Ingot, Cobalt Plate, Hippogryph Leather, Boar Leather |Main Hand NQ = Armorer's Visor |Main Hand HQ+1 = Armorer's Visor +1 |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = Armorer's Visor |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,,6640,Armorer,,,,,ge-item-pages
Aromatic Pate,487900,2011-09-30T18:29:26Z,0,Aromatic Pate,Quest Item,,,,,All Classes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{Recipe |Name = Aromatic Pate |Primary Skill = Cooking |Primary Skill Level = 0 |Secondary Skill = |Secondary Skill Level = |Secondary Skill 2 = |Secondary Skill 2 Level = |Training 1 = |Training 2 = |Simple Facilities = |Guild Facilities = |Crystal 1 = |Crystal 1 Amount = |Crystal 2 = |Crystal 2 Amount = |Ingredients = Chicken Egg, Aldgoat Milk, Tiger Cod, Cieldalaes Spinach, Garlean Garlic |Main Hand NQ = Aromatic Pate |Main Hand HQ+1 = |Main Hand HQ+2 = |Main Hand HQ+3 = |Off Hand NQ = |Off Hand HQ+1 = |Off Hand HQ+2 = |Off Hand HQ+3 = }}",,,y,,,,,,A fragrant paste filled with all sorts of delicacies.,ge-item-pages
