ge_page_title,ge_revision_id,ge_revision_timestamp,removed_before_arr,mob_name,family,subfamily,subspecies,mob_type,job,gender,element,elemental_weakness,aggressive,behavior_flags,notorious_monster,level_low,level_high,hp_low,hp_high,mp_low,mp_high,drops_no_shards,drops_no_crystals,notes,etymology,source
Rorogun the Tailtamer,373882,2010-12-20T20:34:49Z,0,Rorogun the Tailtamer,Enemy Humanoid,,,Quest,Pugilist,Male,,,,,,,,,,,,,,"Lalafell, has AoE spell",,ge-mob-pages
Roselet,499685,2012-01-15T20:27:05Z,0,Roselet,Landtrap,,Roseling,,,,Wind,Ice,x,,,10,19,561,862,322,415,,,"* South Shroud Roselet: ** May share spawn with Ladybug, Fallgourd Funguar, and Plains Footpad.",,ge-mob-pages
Roseling,348576,2011-10-24T05:59:55Z,0,Roseling,Landtrap,,Roseling,,,,Wind,Ice,x,,,10,19,561,862,322,415,,,,,ge-mob-pages
Rotting Corpse,508232,2012-09-30T04:51:25Z,0,Rotting Corpse,Fomor,,,,Lancer,,Earth,,,,,45,49,4239,4586,819,885,,,,,ge-mob-pages
Rubyscale Pteroc,226300,2011-09-19T03:03:51Z,0,Rubyscale Pteroc,Puk,,,,,,Wind,,,,,30,54,384,1139,568,975,,,,,ge-mob-pages
Ruffletuft Kupta Kapa,247865,2012-06-06T16:25:46Z,0,Ruffletuft Kupta Kapa,Moogle,,,,Marauder,Male,,,Yes,,Yes,50,,,,,,Yes,Yes,Uses Moogle-Go-Round and grants Good King Moggle Mog XII the ability to use Moogle-Go-Round after death.,,ge-mob-pages
Runagate Imp,309103,2012-05-26T06:39:57Z,0,Runagate Imp,Imp,,,,Conjurer,,,,Y,,,35,35,,,,,,,,,ge-mob-pages
Sabletooth Spriggan,235784,2011-09-19T04:24:03Z,0,Sabletooth Spriggan,Spriggan,,,,,,Lightning,,Yes,,,15,,885,,1850,,,,,,ge-mob-pages
Sabotender,364818,2012-09-25T23:23:34Z,0,Sabotender,Cactuar,,,,,,Lightning,,,,,65,74,3142,3751,1206,1438,,,,,ge-mob-pages
Sabotender Del Sol,502510,2012-09-25T23:24:27Z,0,Sabotender Del Sol,Cactuar,,,,,,Lightning,,,,,75,84,3825,4567,1466,1747,,,,,ge-mob-pages
Salamander,277061,2011-09-19T23:53:19Z,0,Salamander,Salamander,,,,,,Water,,x,,,65,74,6676,7970,1206,1438,,,"Seems to detect low HP, unconfirmed at this time however. I ran right past it while doing a levequest for Bloodshore and it ignored me. In the middle of the fight however it came over and smacked me dead. I took specific care not to use any AoE abilities that might aggro it. While weakened I tried to finish my last monster off but once again when I hit yellow HP the Salamander came over and killed me.",,ge-mob-pages
Salt Hare,475651,2012-06-23T20:44:39Z,0,Salt Hare,Slug,,,,,,Water,,,,,30,59,1650,3245,657,1074,,,,,ge-mob-pages
Saltspray Pteroc,498490,2012-05-30T00:03:48Z,0,Saltspray Pteroc,Puk,,,,,,Wind,,,,,25,34,1105,1438,492,638,,,,,ge-mob-pages
Sand Bat,325313,2012-06-01T22:34:43Z,0,Sand Bat,Bat,,,,,,,,Y,,,52,52,,,,,,,,,ge-mob-pages
Sand Slug,475240,2011-09-23T20:03:41Z,0,Sand Slug,Slug,,,,,,Water,,,,,35,39,2961,3282,657,726,,,,,ge-mob-pages
Sand Yarzon,481530,2012-04-30T02:41:24Z,0,Sand Yarzon,Yarzon,,,,,,Ice,,,,,10,26,184,537,322,506,,,,,ge-mob-pages
Sandskin Peiste,494488,2011-10-02T05:54:39Z,0,Sandskin Peiste,Basilisk,,,,,,Fire,,x,,,55,59,3871,4187,994,1074,,,,,ge-mob-pages
Sandstorm,325252,2012-06-01T22:33:42Z,0,Sandstorm,Swarm,,,,,,Earth,,Y,,,51,51,,,,,,,,,ge-mob-pages
Sargas,40977,2012-05-20T00:48:16Z,0,Sargas,Diremite,,,NM,,,,,x,,x,38,38,,,,,,,*Sargas appears in the Execution (eastern) Chamber of The Thousand Maws of Toto-Rak. *Spawns a number of chests after defeat. Rewards vary by tasks accomplished in the raid.,"Theta Scorpii (θ Sco / θ Scorpii) is a star in the constellation Scorpius. It has the traditional names Sargas and Girtab, both of Sumerian origin. θ Scorpii A is a yellow giant of spectral type F1 II shining with a luminosity of 960 times that of the Sun from a distance of 272 light years. The radius of this star is 20 solar radii and its surface temperature is 7200 Kelvin, and the size of Sargas is 3.7 solar masses, or 3.7 times the size of our sun.",ge-mob-pages
Sazel Ciloc the Divine,362372,2012-07-12T23:49:22Z,0,Sazel Ciloc the Divine,Ixal,,,,Gladiator,,Wind,,Y,,Y,59,,,,,,Y,Y,,,ge-mob-pages
Scalepuk,341903,2011-09-19T03:10:30Z,0,Scalepuk,Puk,,,,,,Wind,,,,,10,26,214,586,322,506,,,,,ge-mob-pages
Scarred Kalong,496247,2012-09-26T01:30:28Z,0,Scarred Kalong,Bat,,Kalong,,,,Wind,,x,,,45,49,1987,2150,819,885,,,,,ge-mob-pages
Scarred Watchwolf,299988,2012-05-30T21:03:37Z,0,Scarred Watchwolf,Wolf,,,,,,,,Yes,,,59,59,,,,,,,,,ge-mob-pages
Scout Vulture,499730,2012-06-08T02:43:39Z,0,Scout Vulture,Vulture,Vulture,,,,,Wind,,x,,,50,54,1900,2056,902,975,,,"Aggro by sight, not sound.",,ge-mob-pages
Scout Wolf,82771,2012-07-12T23:49:43Z,0,Scout Wolf,Wolf,,,,,,Lightning,,Yes,,,50,,,,,,,,,,ge-mob-pages
Scrambling Spriggan,38407,2012-08-08T18:56:13Z,0,Scrambling Spriggan,Spriggan,,,,,,,,,P,,20,,887,,2135,,True,True,,,ge-mob-pages
Screamer,499979,2011-09-21T01:15:07Z,0,Screamer,Funguar,,,,,,,,,,,65,69,5106,5524,1206,1304,,,,,ge-mob-pages
Screaming Kalong,161085,2012-09-30T04:29:59Z,0,Screaming Kalong,Bat,,Kalong,,,,Wind,,x,,,40,44,1802,1949,744,803,,,,,ge-mob-pages
Screecher,498012,2011-09-21T01:30:22Z,0,Screecher,Funguar,,,,,,Ice,,,,,55,59,4193,4536,994,1074,,,,,ge-mob-pages
Scurrying Spriggan,38238,2012-08-08T18:56:20Z,0,Scurrying Spriggan,Spriggan,,,,,,,,,P,,30,,1188,,2840,,True,True,,,ge-mob-pages
Sea Hare,334031,2011-09-23T20:00:08Z,0,Sea Hare,Slug,,,,,,Water,,,,,35,44,3279,4027,657,803,,,,,ge-mob-pages
Sea Puk,271497,2011-09-19T03:13:17Z,0,Sea Puk,Puk,,,,,,Wind,,,,,25,29,1105,1242,492,552,,,,,ge-mob-pages
Sea Wasp,488225,2011-09-23T14:46:44Z,0,Sea Wasp,Aurelia,,,,,,Water,,x,,,55,59,2742,2966,994,1074,,,,,ge-mob-pages
Ser Aucheforne of the High Tide,475635,2010-11-23T21:39:31Z,0,Ser Aucheforne of the High Tide,Enemy Humanoid,,,Quest,,,,,,,,,,,,,,,,,,ge-mob-pages
Serpent Reaver Claw,3331,2012-09-30T04:49:23Z,0,Serpent Reaver Claw,Enemy Humanoid,,,,Gladiator,,,,y,,,45,45,,,,,,,,,ge-mob-pages
Serpent Reaver Eye,3469,2012-09-30T04:47:13Z,0,Serpent Reaver Eye,Enemy Humanoid,,,,Archer,,,,y,,,45,45,,,,,,,,,ge-mob-pages
Serpent Reaver Fin,3200,2012-09-30T04:48:21Z,0,Serpent Reaver Fin,Enemy Humanoid,,,,Marauder,,,,Y,,,45,45,,,,,,,,,ge-mob-pages
Sewer Mole,361266,2012-05-30T03:03:55Z,0,Sewer Mole,Mole,,,,,,Earth,Water,,,,1,9,793,1079,230,310,,,,,ge-mob-pages
Shade Lurker,28331,2012-02-26T03:18:05Z,0,Shade Lurker,Wisp,,,,,,Fire,,Yes,,,15,16,245,269,1500,1855,,,Found on Map 2 after one or more Shade Seekers enter the clam at Black Nook.,,ge-mob-pages
Shade Seeker,26936,2012-05-12T04:38:51Z,0,Shade Seeker,Wisp,,,,,,Fire,,,,,15,,245,,1500,,Yes,Yes,"Spawns in groups of 4 out of the clam at (5-4) on Map 1, and then travels down to (4-4) on Map 2 where it enters another clam. This clam then spawns groups of 12 Shade Lurkers for a set amount of time, depending on how many Shade Seekers made it to the clam. Can't be killed and will not engage a player, but will disappear if it loses enough health.",,ge-mob-pages
Shadow Lurker,28467,2012-09-26T20:07:28Z,0,Shadow Lurker,Wisp,,,,,,Fire,,Yes,,,16,17,269,288,1600,1905,,,Found on Map 3 after one or more Shadow Seekers enter the clam at Llymlaen's Resolve.,,ge-mob-pages
Shadow Seeker,27226,2012-05-12T04:39:21Z,0,Shadow Seeker,Wisp,,,,,,Fire,,,,,15,,245,,1500,,Yes,Yes,"Spawns in groups of 4 out of the clam at (5-4) on Map 1, and then travels down to (6-5) on Map 3 where it enters another clam. This clam then spawns groups of 12 Shadow Lurkers for a set amount of time, depending on how many Shadow Seekers made it to the clam. Can't be killed and will not engage a player, but will disappear if it loses enough health.",,ge-mob-pages
Shaggy Wolf,292696,2011-09-19T00:29:56Z,0,Shaggy Wolf,Wolf,,,,,,Lightning,Earth,,,,20,40,369,1009,427,744,,,,,ge-mob-pages
Shaula,43044,2012-05-20T01:07:55Z,0,Shaula,Diremite,,,NM,,Female,,,x,,x,40,40,,,,,,,*Shaula appears in the Interrogation (northern) Chamber of The Thousand Maws of Toto-Rak. *Spawns a number of chests after defeat. Rewards vary by tasks accomplished in the raid.,"Lambda Scorpii (? Sco, ? Scorpii) is the second brightest star system in the constellation Scorpius, and one of the brightest stars in the nighttime sky. It has the Bayer designation ? despite being the second brightest in its constellation. It has the traditional name Shaula, which comes from the Arabic ??????? al-šawla-´ meaning the raised [tail], as it is found in the tail of the scorpion (Scorpius). (From wikipedia.org.)",ge-mob-pages
Shearing Sheridan,26690,2012-08-09T16:28:08Z,0,Shearing Sheridan,Crab,,,,,,Water,,Yes,"A, H",Yes,20,,2870,,400,,,,Found on Map 2.,,ge-mob-pages
Shore Slug,290724,2012-05-29T05:05:49Z,0,Shore Slug,Slug,,,,,,Water,,,,,25,34,2210,2876,492,638,,,,,ge-mob-pages
Shroud Bee Swarm,64708,2012-10-31T04:11:34Z,0,Shroud Bee Swarm,Swarm,Bees,,,,,Wind,,x,,,17,17,,,,,,,,,ge-mob-pages
Shroud Hare,406060,2012-09-26T01:31:07Z,0,Shroud Hare,Slug,,,,,,Water,,,,,40,44,3724,4027,744,803,,,,,ge-mob-pages
Shroud Shrew,62733,2012-10-24T00:44:00Z,0,Shroud Shrew,Mole,,,,,,Earth,,,,,10,16,,,,,,,,,ge-mob-pages
Shuffling Spriggan,38601,2012-08-08T18:57:35Z,0,Shuffling Spriggan,Spriggan,,,,,,,,,P,,10,,663,,1610,,True,True,,,ge-mob-pages
Sirocco,211774,2012-09-29T07:39:39Z,0,Sirocco,Antelope,,,,,Female,Earth,,,,x,42,,28739,,773,,,,,,ge-mob-pages
Skeleton Soldier,497638,2012-09-26T01:34:00Z,0,Skeleton Soldier,Wight,,,,,,Ice,,,,,40,44,2402,2598,744,803,,,,,ge-mob-pages
Skeleton Swordbearer,57244,2012-05-30T03:26:41Z,0,Skeleton Swordbearer,Wight,,,,,,Ice,,x,,,35,39,2115,2344,657,726,,,,,ge-mob-pages
Skulking Wolf,422204,2012-04-19T00:56:10Z,0,Skulking Wolf,Wolf,,,,,,Lightning,Earth,,,,30,54,494,1329,568,975,,,,,ge-mob-pages
Slippery Sykes,217951,2012-08-18T21:52:30Z,0,Slippery Sykes,Slug,,,,,,Water,,,,x,36,,15246,,676,,,,,,ge-mob-pages
Slithering Slug,326323,2012-06-03T16:55:40Z,0,Slithering Slug,Slug,,,,,,Water,,,,,45,45,,,,,,,,,ge-mob-pages
Smoke Bomb,41656,2012-09-30T04:52:11Z,0,Smoke Bomb,Bomb,,,,,,Fire,,,,,40,44,2162,2339,3720,4015,,,,,ge-mob-pages
Smolenkos,417225,2011-09-25T01:01:16Z,0,Smolenkos,Ahriman,,,,,,Earth,,x,,,75,84,7411,8848,7330,8735,,,,,ge-mob-pages
Snapping Shrew,494675,2012-05-30T03:04:19Z,0,Snapping Shrew,Mole,,,,,,Earth,,,,,1,21,793,1079,230,310,,,,,ge-mob-pages
Snipper,342344,2012-08-09T16:28:13Z,0,Snipper,Crab,,,,,,Water,,x,"A, H",,60,69,3558,4249,1095,1304,,,,,ge-mob-pages
Snowbuck Stag,501912,2012-08-08T19:23:39Z,0,Snowbuck Stag,Antelope,,,,,Male,Earth,,x,"A, S",,55,59,3064,3315,994,1074,,,,,ge-mob-pages
Snurble,320381,2011-09-24T01:35:23Z,0,Snurble,Snurble,,,,"Thaumaturge, Conjurer",,Lightning,,,,,60,69,3914,4674,5475,6520,,,Snurbles will heal you if you are injured. They will also cast protect on you.,,ge-mob-pages
Sordes (1.X),499894,2012-09-26T01:17:30Z,0,Sordes,Puk,,,,,,Wind,,,,,40,44,1682,1819,744,803,,,,,ge-mob-pages
Sotted Simian,376899,2012-06-23T20:40:07Z,0,Sotted Simian,Opo-Opo,,,,,,Fire,,,,,30,42,,,,,,,,,ge-mob-pages
Soulgazer,323728,2012-08-07T18:49:57Z,0,Soulgazer,Ahriman,,,,,,,,,P,X,N/A,,N/A,,N/A,,,,"Soulgazer is invulnerable to all harm. It will patrol a specific sector of The Dzemael Darkhold relative to how much progress the party has made. At particular locations, it will pause briefly and cast Death Throes, regardless of whether or not there are players near the location at the time.",,ge-mob-pages
Spawning Orobon,28704,2012-09-26T20:06:01Z,0,Spawning Orobon,Angler,Orobon,,,,,Water,,Yes,,,16,19,316,385,320,401,,,,,ge-mob-pages
Spelaean Slug,265098,2012-02-26T02:49:45Z,0,Spelaean Slug,Slug,,,,,,Water,,Yes,,,16,19,316,385,320,401,,,,,ge-mob-pages
Sphene Doblyn (1.0),494040,2012-04-30T01:09:07Z,0,Sphene Doblyn,Coblyn,,Doblyn,,,,Earth,Water,,,,50,59,585,1745,902,1074,,,,,ge-mob-pages
Spindiggle,309985,2012-05-28T01:12:23Z,0,Spindiggle,Spriggan,,,,Conjurer,,,,Y,,,55,55,,,,,,,,,ge-mob-pages
Spinesnap Ogre,502088,2011-09-24T02:01:24Z,0,Spinesnap Ogre,Ogre,,,,,,Fire,,x,,,80,84,10289,11131,1616,1747,,,,,ge-mob-pages
Spiny Dormouse,495810,2012-09-26T01:12:53Z,0,Spiny Dormouse,Rodent,,,,,,Earth,,,,,45,49,2649,2866,819,885,,,,,ge-mob-pages
Spirit of the Wood,409211,2011-09-18T06:04:37Z,0,Spirit of the Wood,Elemental,,,,,,,,Yes,,,28,,2930,,2680,,,,"The elemental type, or ""aspect"", for this elemental will vary periodically throughout the fight and will cast spells that correspond with its current element.",,ge-mob-pages
Spiteful (1.x),309888,2012-05-28T01:00:11Z,0,Spiteful,Spriggan,,,,Conjurer,,,,Y,,Y,55,55,,,,,,,Wanders Turning Leaf very likely to aggro while killing other NMs for A Feast of Fools,,ge-mob-pages
Spitfire,219779,2012-07-12T14:04:00Z,0,Spitfire,Spriggan,,,,,,Lightning,,Yes,,Yes,47,,25346,,25530,,,,"Hits very hard when it uses magical attacks; bringing an extra healer is advised, even at higher ranks.","The word spitfire is often used to describe someone who is easily angered. As spriggans are known to be more of a mischievous nuisance than a real threat, Spitfire's name serves as a warning that he is not to be taken so lightly.",ge-mob-pages
Spriggan,279184,2012-05-30T03:26:55Z,0,Spriggan,Spriggan,,,,,,Lightning,Earth,Yes,,,5,30,115,1188,1335,2840,,,,,ge-mob-pages
Spriggan Bezzler,377291,2012-06-23T20:51:55Z,0,Spriggan Bezzler,Spriggan,,,,,,,,,,,30,42,,,,,,,,,ge-mob-pages
Spriggan Collector,421321,2012-05-30T03:55:39Z,0,Spriggan Collector,Spriggan,,,,,,Lightning,,Yes,,,5,14,463,859,1335,1800,,,,,ge-mob-pages
Sprinting Spriggan,38083,2012-08-08T18:58:50Z,0,Sprinting Spriggan,Spriggan,,,,,,,,,P,,40,,1562,,3720,,True,True,,,ge-mob-pages
Star Marmot,465868,2011-09-18T03:04:31Z,0,Star Marmot,Rodent,,,,,,Earth,Water,,,,1,3,720,777,230,248,,,Resistance to Stone,,ge-mob-pages
Steropes,29044,2012-07-28T21:25:19Z,0,Steropes,Cyclopes,,,,,,,,Y,,Y,55,,,,,,Y,Y,Spawns after Bixie is defeated or after 15 minutes pass.,,ge-mob-pages
Stollenwurm,295149,2012-05-19T13:46:19Z,0,Stollenwurm,Drake,,,,,,fire,,x,,,53,53,,,,,,,,,ge-mob-pages
Stone Golem,29179,2012-07-28T21:28:01Z,0,Stone Golem,Golem,,,,,,Earth,Water,Y,,Y,55,,,,,,Y,Y,"Spawns after Steropes is defeated, or 20 minutes pass. Highly resistant to Lightning damage.",,ge-mob-pages
Stoneshell,495511,2011-09-23T18:31:22Z,0,Stoneshell,Crab,,,,,,Water,,,,,35,39,2115,2344,657,726,,,,,ge-mob-pages
Storm Biast,317390,2011-09-19T01:13:37Z,0,Storm Biast,Drake,,,,,,,,x,,,70,74,4333,4688,1330,1438,,,,,ge-mob-pages
Stormcry Boatswain,62973,2012-10-24T19:42:35Z,0,Stormcry Boatswain,Enemy Humanoid,,,,Marauder,Male,,,y,,,30,30,,,,,,,,,ge-mob-pages
Stormcry Powder Monkey,63037,2012-10-24T19:42:49Z,0,Stormcry Powder Monkey,Enemy Humanoid,,,,Archer,Male,,,y,,,30,30,,,,,,,,,ge-mob-pages
Stormcry Quartermaster,63103,2012-10-24T19:43:35Z,0,Stormcry Quartermaster,Enemy Humanoid,,,,Gladiator,Male,,,y,,,30,30,,,,,,,,,ge-mob-pages
Stray Dodo,280816,2012-03-18T00:58:40Z,0,Stray Dodo,Cockatrice,Dodo,,,,,Wind,,,,,15,31,590,1223,370,585,,,Usually spawns in groups of two. Attacking one in the group will cause both to become aggressive.,,ge-mob-pages
Stray Karakul Ewe,475394,2011-09-18T23:49:06Z,0,Stray Karakul Ewe,Ram,,,,,Female,Wind,,,,,30,54,439,1234,568,975,,,,,ge-mob-pages
Stray Karakul Ram,475379,2011-09-18T23:49:45Z,0,Stray Karakul Ram,Ram,,,,,Male,Wind,,,,,30,54,439,1234,568,975,,,,,ge-mob-pages
Stuffed Dodo,60264,2012-10-01T03:33:10Z,0,Stuffed Dodo,Cockatrice,,Dodo,,,,,,,,,15,15,,,,,,,,,ge-mob-pages
Stumbling Funguar,467860,2011-09-21T01:32:03Z,0,Stumbling Funguar,Funguar,,,,,,Ice,,,,,3,15,272,590,248,370,,,,,ge-mob-pages
Sulfur Slug,331249,2012-06-06T20:55:18Z,0,Sulfur Slug,Slug,,,,,,Water,,Y,,,52,,,,,,,,,,ge-mob-pages
Sultan's Trumpet,498453,2012-05-30T03:05:14Z,0,Sultan's Trumpet,Mole,,,,,,Earth,,,,,15,19,1297,1458,370,415,,,,,ge-mob-pages
Sultansworn Elite (Mob),324767,2012-06-01T22:22:30Z,0,Sultansworn Elite,Enemy Humanoid,Hyur,,,Paladin,Male,,,Y,,,50,50,,,,,Y,Y,,,ge-mob-pages
Sun Midge Swarm,62790,2012-10-24T05:30:33Z,0,Sun Midge Swarm,Swarm,,Midges,,,,Wind,,Y,,,6,6,,,,,,,,,ge-mob-pages
Sundrake,494405,2012-04-30T01:23:49Z,0,Sundrake,Drake,,,,,,Fire,,x,,,60,64,3558,3850,1095,1183,,,,,ge-mob-pages
Sure-footed Billygoat,474642,2011-09-17T01:23:37Z,0,Sure-footed Billygoat,Aldgoat,,,,,Male,Earth,,,,,40,68,865,2125,744,1279,,,,,ge-mob-pages
Surf Eft,42664,2011-09-19T23:55:58Z,0,Surf Eft,Salamander,,,,,,Water,,x,,,55,59,5967,6455,994,1074,,,,,ge-mob-pages
Sylph Susurrus,504890,2011-09-20T02:24:39Z,0,Sylph Susurrus,Sylph,,,,Conjurer,,Lightning,,,,,40,44,3363,3638,3720,4015,,,,,ge-mob-pages
Syrphid Cloud,437169,2012-03-18T01:10:40Z,0,Syrphid Cloud,Swarm,,Syrphids,,,,Wind,,,,,15,54,177,1044,370,975,,,,,ge-mob-pages
Syrphid Swarm,359673,2012-08-16T21:23:11Z,0,Syrphid Swarm,Swarm,,Syrphids,,,,Wind,,,,,15,24,354,920,370,478,,,Attacks have additional effect: TP Bleed (Status Effect) on them.,,ge-mob-pages
Tainted Louse,295899,2012-05-20T00:53:57Z,0,Tainted Louse,Chigoe,,,,,,,,Y,,,39,39,,,,,,,,,ge-mob-pages
Tarbh Uisge,20440,2011-09-17T20:12:22Z,0,Tarbh Uisge,Buffalo,,,,,,Earth,,x,,,60,,32022,,1095,,,,,,ge-mob-pages
Tempered Captive,301204,2012-05-21T06:36:03Z,0,Tempered Captive,Hyur,,,,Thaumaturge,Male,,,,,x,,,,,,,,,"These come in to different varieties, but both are Thaumaturges.",,ge-mob-pages
Tempest Biast,308510,2011-09-19T01:17:28Z,0,Tempest Biast,Drake,,,,,,,,x,,,75,79,4781,5173,1466,1585,,,,,ge-mob-pages
Territorial Angler,308195,2012-05-24T19:44:20Z,0,Territorial Angler,Angler,,,,,,,,Y,,,50,50,,,,,,,,,ge-mob-pages
Territorial Antling,374063,2012-06-20T23:46:41Z,0,Territorial Antling,Antling,,,,,,Earth,,Y,,,27,,,,,,,,,,ge-mob-pages
Territorial Chiglet,331288,2012-06-06T20:57:50Z,0,Territorial Chiglet,Chigoe,,,,,,,,Y,,,25,,,,,,,,,,ge-mob-pages
Territorial Coblyn,374105,2012-06-20T23:48:25Z,0,Territorial Coblyn,Coblyn,,,,,,Earth,,,,,25,,,,,,,,,,ge-mob-pages
Territorial Digger,308257,2012-06-14T01:19:49Z,0,Territorial Digger,Antling,,,,,,Earth,,Y,,,50,,,,,,,,,,ge-mob-pages
Territorial Dreadwolf,326501,2012-06-03T17:06:18Z,0,Territorial Dreadwolf,Wolf,,,,,,Lightning,Earth,Y,,,46,46,,,,,,,,,ge-mob-pages
Territorial Galago,331337,2012-06-06T21:00:54Z,0,Territorial Galago,Opo-opo,,,,,,Earth,,,,,27,,,,,,,,,,ge-mob-pages
Territorial Gnat,308157,2012-06-14T01:19:14Z,0,Territorial Gnat,Gnat,,,,,,Lightning,,Y,,,48,,,,,,,,,,ge-mob-pages
Territorial Hog,326723,2012-06-03T17:21:03Z,0,Territorial Hog,Boar,,,,,,,,Y,,,50,50,,,,,,,,,ge-mob-pages
Territorial Megalocrab,374177,2012-08-09T16:28:12Z,0,Territorial Megalocrab,Crab,,,,,,Water,,A,"A, H",,48,,,,,,,,,,ge-mob-pages
Territorial Raptor,374234,2012-06-21T00:11:01Z,0,Territorial Raptor,Raptor,,,,,,Fire,,Y,,,50,,,,,,,,,,ge-mob-pages
Territorial Roselet,326684,2012-06-03T17:18:27Z,0,Territorial Roselet,Landtrap,Roselet,,,,,Earth,,Y,,,48,48,,,,,,,,,ge-mob-pages
Territorial Scavenger,374313,2012-06-21T00:13:18Z,0,Territorial Scavenger,Yarzon,Bog Yarzon,,,,,Earth,,Y,,,46,,,,,,,,,,ge-mob-pages
Territorial Wolf,331410,2012-06-06T21:02:53Z,0,Territorial Wolf,Wolf,,,,,,Lightning,,Y,,,29,,,,,,,,,,ge-mob-pages
Territorial Yarzon,374471,2012-06-21T00:16:52Z,0,Territorial Yarzon,Yarzon,,,,,,Earth,,Y,,,29,,,,,,,,,,ge-mob-pages
Thickshell,498119,2011-09-23T18:42:10Z,0,Thickshell,Crab,,,,,,Water,Lightning,,,,25,34,1578,2054,492,638,,,,,ge-mob-pages
Third Order Patriarch Zu Ga,40879,2012-08-09T17:18:15Z,0,Third Order Patriarch Zu Ga,Kobold,,,,,,Earth,,Yes,,Yes,59,59,,,,,,,,,ge-mob-pages
Thistletail Marmot,497441,2012-05-29T23:14:21Z,0,Thistletail Marmot,Rodent,,,,,,Earth,Water,,,,10,19,1019,1325,322,415,,,Resistance to Stone,,ge-mob-pages
Thorned Roseling,399135,2012-05-29T05:14:32Z,0,Thorned Roseling,Landtrap,,Roseling,,,,Wind,,x,,,20,29,887,1154,427,552,,,,,ge-mob-pages
Tiny Dormouse,359237,2011-09-18T03:11:10Z,0,Tiny Dormouse,Rodent,,,,,,Earth,,,,,35,39,2115,2344,657,726,,,,,ge-mob-pages
Toad Poacher,495728,2012-09-26T01:19:43Z,0,Toad Poacher,Enemy Humanoid,Miqo'te,,,Pugilist,Female,,,Yes,,,35,44,,,,,,,,,ge-mob-pages
Toadsquatter Femomo,28154,2010-11-23T21:41:31Z,0,Toadsquatter Femomo,Enemy Humanoid,,,Quest,,,,,,,,,,,,,,,,,,ge-mob-pages
Toadstool,473575,2012-05-01T00:51:44Z,0,Toadstool,Funguar,,,,,,Ice,,,,,50,54,3800,4111,902,975,,,,,ge-mob-pages
Toadtrap,329055,2012-09-29T07:32:43Z,0,Toadtrap,Landtrap,,,,,,Earth,,Y,,,31,32,,,,,,,,,ge-mob-pages
Toothless Gladiator,309296,2012-05-26T07:27:08Z,0,Toothless Gladiator,Enemy Humanoid,Hyur,,,Gladiator,,,,Y,,Y,20,20,300,300,,,Y,Y,,,ge-mob-pages
Tourney Gladiator,505457,2011-07-13T22:18:58Z,0,Tourney Gladiator,Enemy Humanoid,,,Quest,Gladiator,Male,,,,,,,,,,,,,,"*Aggros immediately when entering the battle. *Uses Light Slash, Light Stab, and Red Lotus *He is undefeatable. If you reduce him to 1% HP, he will continue to take damage, but will never drop to 0. The fight ends when you are reduced to red HP.",,ge-mob-pages
Toxic Flytrap,28604,2011-10-24T05:58:47Z,0,Toxic Flytrap,Landtrap,,Flytrap,,,,Wind,,,,,40,68,841,2083,744,1279,,,,,ge-mob-pages
Toxic Toad,363997,2011-09-20T00:15:59Z,0,Toxic Toad,Toad,,,,,,Water,,x,,,45,54,3047,3637,819,975,,,Detects by sight.,,ge-mob-pages
Trancetoad,327122,2012-06-03T18:29:03Z,0,Trancetoad,Toad,,,,,,Water,,Y,,,40,52,,,,,,,,,ge-mob-pages
Tree Slug,298914,2012-05-20T18:32:47Z,0,Tree Slug,Slug,,,,,,Water,,,,,27,29,,,,,,,"Even while passive, will occasionally use Viscous Discharge, hitting anyone within range.",,ge-mob-pages
Truffle Hog,491856,2012-05-30T03:45:54Z,0,Truffle Hog,Boar,,,,,,Fire,,x,,,50,59,4239,5060,902,1074,,,"Has a very small sight and sound aggro radius, unlike the Wild Hog.",,ge-mob-pages
Tuco-tuco,497776,2012-04-30T20:39:28Z,0,Tuco-tuco,Mole,,,,,,Earth,,,,,45,54,3312,3953,819,975,,,,,ge-mob-pages
Turquoise Dewflower Sylph,364686,2011-09-20T02:21:33Z,0,Turquoise Dewflower Sylph,Sylph,,,,,,Wind,,,,,30,50,768,1667,2840,4510,,,,,ge-mob-pages
Tusked Hog,80125,2012-09-26T03:59:32Z,0,Tusked Hog,Boar,,,,,,Fire,,,,,40,68,1057,2458,744,1279,,,,,ge-mob-pages
U'Ghamaro Ashman,423677,2012-02-20T05:40:43Z,0,U'Ghamaro Ashman,Kobold,,,,Gladiator,,Earth,,Yes,,,55,,11205,,862,,,,,,ge-mob-pages
U'Ghamaro Gateman,10417,2012-02-23T06:59:26Z,0,U'Ghamaro Gateman,Kobold,,,,Marauder,,Earth,,Yes,,,56,57,3354,12495,878,4200,,,Guards gates in U'Ghamaro Mines. Will not respawn until all of the guards on a particular gate are killed.,,ge-mob-pages
U'Ghamaro Gurneyman,10228,2012-02-23T06:57:30Z,0,U'Ghamaro Gurneyman,Kobold,,,,Conjurer,,Earth,,Yes,,,52,57,2686,12495,4080,21000,,,Guards gates in U'Ghamaro Mines. Will not respawn until all of the guards on a particular gate are killed.,,ge-mob-pages
U'Ghamaro Junkman,10508,2012-02-23T07:01:19Z,0,U'Ghamaro Junkman,Kobold,,,,Marauder,,Earth,,Yes,,,53,56,2842,3354,831,3400,,,,,ge-mob-pages
