mob_name,zone,map_coords,event_or_quest,level_range,drops,behavior_flags,source
Buzzard,Western La Noscea,19-7,,,"{{Drops|Name=Vulture Feather||}}, {{Drops|Name=Yew Branch||}}",A,ge-mob-pages
Buzzard,East Shroud,"47-32, 46-30",,,"{{Drops|Name=Vulture Feather||}}, {{Drops|Name=Yew Branch||}}",A,ge-mob-pages
Buzzard,Southern Thanalan,41-36,,,"{{Drops|Name=Vulture Feather||}}, {{Drops|Name=Yew Branch||}}",A,ge-mob-pages
Buzzing Djigga,Western Thanalan,22-8,,,,A,ge-mob-pages
Cactuar,Eastern Thanalan,,,20 - 24,"{{Drops|Name=Cactuar Needle||}}, {{Drops|Name=Copper Ore||}}",P,ge-mob-pages
Cactuar,Western Thanalan,,,20 - 26,"{{Drops|Name=Jade Peas||}}, {{Drops|Name=Alligator Pear||}}, {{Drops|Name=Cactuar Needle||}}, {{Drops|Name=Wild Onion||}}",P,ge-mob-pages
Cactuar Jack,Western Thanalan,18-30,,47,"{{Drops|Name=Conquistador Elmo| 2|23}}, {{Drops|Name=Fists of the Sixth Sun|6|21}}, {{Drops|Name=Cactuar Needle| 6|20}}, {{Drops|Name=Alligator Pear| 8|20}}, {{Drops|Name=Jade Peas| 9|20}}, {{Drops|Name=Wild Onion| 1|7}}, {{Drops|Name=Aquamarine Bracelets| 1|20}}, {{Drops|Name=Heliodor Bracelets| 2|20}}, {{Drops|Name=Goshenite Bracelets| 1|20}}, {{Drops|Name=Garnet Bracelets| 1|20}}",P,ge-mob-pages
Cactuar Jaques,Locke's Lie,,Skirmish,55,,A,ge-mob-pages
Cadaverous Cockatrice,Southern Thanalan,,A Terrible Thirst,40-52,"{{Drops|Name=Dodo Tenderloin|0|0}}, {{Drops|Name=Dodo Skin|0|0}}, {{Drops|Name=Dodo Egg|0|0}}",P,ge-mob-pages
Cadaverous Cockatrice,Southern Thanalan,,All Cracked Up,40-52,"{{Drops|Name=Dodo Tenderloin|0|10}}, {{Drops|Name=Dodo Skin|1|10}}, {{Drops|Name=Dodo Egg|1|10}}",P,ge-mob-pages
Canopy Galago,South Shroud,35-42,,20 - 24,"{{Drops|Name=Alligator Pear|3|4}}, {{Drops|Name=Galago Mint|1|4}}, {{Drops|Name=Ramhorn Zucchini|2|4}}",P,ge-mob-pages
Canyon Condor,Western Thanalan,,Proof is in the Pudding.,43,"{{Drops|Name=Mahogany Branch|Link=|0|0}}, {{Drops|Name=Oak Branch |Link=|0|0}}",A,ge-mob-pages
Capricious Cassie,West Shroud,41-15,,55,{{Drops|Name=Unmarked Keystone|Link=|10|1}},A,ge-mob-pages
Carrier Ladybug,Eastern La Noscea,,A Roseling by Any Other Name,20-32,{{Drops|Name=Red Landtrap Vine}},,ge-mob-pages
Carrier Ladybug,Western Thanalan,,The Lady's Bite,20-32,{{Drops|Name=Flax|1|4}},P,ge-mob-pages
Carrion Chiglet,Western La Noscea,,Annexing the Valley,,{{Drops|Name= Beastkin Blood|1|3}},A,ge-mob-pages
Carrion Chiglet,Eastern La Noscea,,Annexing the Shore,,,,ge-mob-pages
Carrion Chiglet,North Shroud,,"Foresting Emerald Moss, Lack of Humours",,,,ge-mob-pages
Carrion Chigoe,Eastern La Noscea,32-22,,15,"{{Drops|Name=Moko Grass|1|1}}, {{Drops|Name=Silex|0|1}}, {{Drops|Name=Beastkin Blood|0|1}}",A,ge-mob-pages
Carrion Chigoe,North Shroud,16-20,,10 - 14,,A,ge-mob-pages
Carrion Chigoe,Eastern Thanalan,,,,{{Drops|Name=Moko Grass||}},A,ge-mob-pages
Cassiopeia,Lower La Noscea,,,,"{{Drops|Name=Jellyfish Umbrella|0|0}}, {{Drops|Name=Finger Shrimp| 0|0}}, {{Drops|Name=Miter Shell| 0|0}}, {{Drops|Name=Scallop Shell| 0|0}}",P,ge-mob-pages
Cassiopeia,Eastern La Noscea,"37-25, 37-26, 38-20 42-17, 39-17",,20-29,"{{Drops|Name=Jellyfish Umbrella|0|0}}, {{Drops|Name=Finger Shrimp| 0|0}}, {{Drops|Name=Miter Shell| 0|0}}, {{Drops|Name=Scallop Shell| 0|0}}",P,ge-mob-pages
Cassiopeia,Cassiopeia Hollow,,,25-29,"{{Drops|Name=Jellyfish Umbrella|37|82}}, {{Drops|Name=Finger Shrimp| 19|82}}, {{Drops|Name=Miter Shell| 0|82}}, {{Drops|Name=Scallop Shell| 6|82}}",P,ge-mob-pages
Cave Bat,Lower La Noscea,,,5 - 9,"{{Drops|Name=Bat Wing||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Bat Fang||}},{{Drops|Name=Chocobo Fly||}},{{Drops|Name=Bronze Arrowheads||}}",A,ge-mob-pages
Cave Bat,Western La Noscea,,,10 - 14,"{{Drops|Name=Bat Wing||}},{{Drops|Name=Bat Fang||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Chocobo Fly||}},{{Drops|Name=Bronze Arrowheads||}},{{Drops|Name=Mole Sinew||}}",A,ge-mob-pages
Cave Bat,Central Shroud,,,5 - 9,"{{Drops|Name=Bat Wing||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Bat Fang||}},{{Drops|Name=Chocobo Fly||}},{{Drops|Name=Bronze Arrowheads||}}",A,ge-mob-pages
Cave Bat,North Shroud,,,10 - 14,"{{Drops|Name=Bat Wing|0|1}},{{Drops|Name=Bat Fang||}},{{Drops|Name=Cotton Boll|0|1}},{{Drops|Name=Chocobo Fly|1|1}},{{Drops|Name=Bronze Arrowheads|0|1}},{{Drops|Name=Mole Sinew||}}",A,ge-mob-pages
Cavern Eft,North Shroud,8-5,Sweet Revenge,,,,ge-mob-pages
Cavernulous Coblyn,Eastern Thanalan,,Culling All Coblyns,26,,P,ge-mob-pages
Cavernulous Coblyn,Central Thanalan,,,10,,P,ge-mob-pages
Cell Mite,The Thousand Maws of Toto-Rak,,,39,,A,ge-mob-pages
Cellar Puk,The Mun-Tuy Cellars,5-7,,,,P,ge-mob-pages
Cellar Puk,Nanawa Mines,"6-4, 7-6",,30 - 34,"{{Drops|Name=Puk Wing||}}, {{Drops|Name=Cock Feather||}}, {{Drops|Name=Midge Basket||}}, {{Drops|Name=Cotton Boll||}}",P,ge-mob-pages
Ceruleum Generator,Castrum Novum,,United We Stand,,,P,ge-mob-pages
Chain Bearer,The Dzemael Darkhold,,,55,,A,ge-mob-pages
Chiglet,Lower La Noscea,,Annexing the Rock,,,,ge-mob-pages
Chiglet,Central Thanalan,,Weevil Panic,,{{Drops|Name=Beastkin Blood||}},,ge-mob-pages
Chiglet,Central Shroud,,Crushing Chiglets,,,,ge-mob-pages
Chigoe,Central Thanalan,"27-27, 29-24, 32-21",,4-10,"{{Drops|Name=Moko Grass|0|2}}, {{Drops|Name=Beastkin Blood|0|2}}, {{Drops|Name=Fine Sand|0|2}}, {{Drops|Name=Silex|1|2}}",,ge-mob-pages
Chigoe,Central Shroud,27-29,,4-5,"{{Drops|Name=Moko Grass|14|50}}, {{Drops|Name=Beastkin Blood|17|50}}, {{Drops|Name=Spoken Blood|11|50}}",A,ge-mob-pages
Chigoe,Lower La Noscea,"26-31, 24-28",,4-5,"{{Drops|Name=Moko Grass|0|2}}, {{Drops|Name=Beastkin Blood|0|2}}, {{Drops|Name=Fine Sand|0|2}}, {{Drops|Name=Silex|1|2}}, {{Drops|Name=Spoken Blood|0|2}}",,ge-mob-pages
Chinchilla,Central Thanalan,,Court in the Sands,,,,ge-mob-pages
Cinderbelly Eft,Central Shroud,,,,,A,ge-mob-pages
Cliffdiver,Western Thanalan,The Silver Bazaar,How to Quit You,53,,A,ge-mob-pages
Clipper,Eastern La Noscea,,,75 - 79,{{Drops|Name=Rothlyt Oyster||}},P,ge-mob-pages
Clipper,Lower La Noscea,,,75 - 79,{{Drops|Name=Rothlyt Oyster||}},P,ge-mob-pages
Clipper,Upper La Noscea,23-11,,70 - 74,,P,ge-mob-pages
Clipper,Western La Noscea,5-20 in cave accessible at 5-18,,75 - 79,{{Drops|Name=Rothlyt Oyster||}},P,ge-mob-pages
Cloud Hippocerf,Coerthas Central Highlands,29-17,,46-49,"{{Drops|Name=Hippogryph Sinew|Link=|3|5}}, {{Drops|Name=Hippogryph Skin|Link=|2|5}}, {{Drops|Name=Sunrise Tellin|Link=|1|5}}",A,ge-mob-pages
Cochineal Cactuar,Eastern Thanalan,,,,,,ge-mob-pages
Cochineal Cactuar,Western Thanalan,,,,,,ge-mob-pages
Cockatrice (1.x),Eastern Thanalan,Southern Dry Bone to Halatali area,,45 - 49,"{{Drops|Name=Cockatrice Feather||}},{{Drops|Name=Dodo Tenderloin||}},{{Drops|Name=Dodo Skin||}},{{Drops|Name=Dodo Egg||}},{{Drops|Name=Earth Rock||}}",P,ge-mob-pages
Cockatrice (1.x),Northern Thanalan,"16-21, 13-25",,50 - 54,"{{Drops|Name=Dodo Skin||}},{{Drops|Name=Dodo Tenderloin||}},{{Drops|Name=Cockatrice Feather||}},{{Drops|Name=Dodo Egg||}},{{Drops|Name=Earth Rock||}}",P,ge-mob-pages
Cockatrice (1.x),Western Thanalan,,,50 - 54,"{{Drops|Name=Dodo Skin||}},{{Drops|Name=Dodo Tenderloin||}},{{Drops|Name=Cockatrice Feather||}},{{Drops|Name=Dodo Egg||}},{{Drops|Name=Earth Rock||}}",P,ge-mob-pages
Coiled Adder,East Shroud,,Wanted: Coiled Adder,,,,ge-mob-pages
Common Cactuar,Western Thanalan,,Threading the Needles,20-32,"{{Drops|Name=Cactuar Needle|1|10}}, {{Drops|Name=Wild Onion|1|10}}",P,ge-mob-pages
Condor,Coerthas Central Highlands,19-35,,40-44,"{{Drops|Name=Condor Feather| 0|0}}, {{Drops|Name=Buffalo Sirloin| 0|0}}, {{Drops|Name=Chestnut Branch| 0|0}}, {{Drops|Name=Oak Branch| 0|0}}, {{Drops|Name=Mahogany Branch| 0|0}}, {{Drops|Name=Gridanian Chestnut|0|0}}, {{Drops|Name=Moko Grass| 0|0}}, {{Drops|Name=Squirrel Pelt| 0|0}}",A,ge-mob-pages
Copper Coblyn,Central Thanalan,"28-33, 28-34, 28-35",,5-9,"{{Drops|Name=Copper Ore|Link=|0|0}}, {{Drops|Name=Tin Ore|Link=|0|0}}",P,ge-mob-pages
Copper Coblyn,Eastern Thanalan,,,10-14,"{{Drops|Name=Iron Ore|Link=|0|0}}, {{Drops|Name=Tin Ore|Link=|0|0}}",P,ge-mob-pages
Corroded Coblyn,Central Thanalan,"26-29, 25-29, 25-28, 26-28",,1,"{{Drops|Name=Copper Ore|Link=|3|15}}, {{Drops|Name=Tin Ore|Link=|3|15}}",P,ge-mob-pages
Corroded Coblyn,Central Thanalan,,Cogwheel Scramble,1-13,{{Drops|Name=Cogwheel Ore|Link=|0|0}},P,ge-mob-pages
Corroded Coblyn,Central Thanalan,,Clearing Black Brush,1-13,,P,ge-mob-pages
Corrosive Coblyn,Western Thanalan,,The Unheard Horizon,20,,P,ge-mob-pages
Crabfisher,East Shroud,45-29,Eye of the Dragon,33,,A,ge-mob-pages
Crapulous Canine,The Mun-Tuy Cellars,,Sly Spirits,30-42,,P,ge-mob-pages
Creeping Ivy,East Shroud,,,,,A,ge-mob-pages
Croft Kalong,The Mun-Tuy Cellars,,Necrologos: The Ever-reaching Claw,,"{{Drops|Name=Bat Wing||}},{{Drops|Name=Bat Fang||}},{{Drops|Name=Cotton Boll||}},{{Drops|Name=Crow Fly||}},{{Drops|Name=Bronze Arrowheads||}},{{Drops|Name=Galago Mint||}},{{Drops|Name=Ramhorn Zucchini||}},{{Drops|Name=Faerie Apple||}},{{Drops|Name=Wolf Fang||}},{{Drops|Name=Blue Yarzon Leg||}},{{Drops|Name=Jade Peas||}},{{Drops|Name=Buffalo Hide||}},{{Drops|Name=Alligator Pear||}},{{Drops|Name=Black Truffle||}}",,ge-mob-pages
Curious Galago,North Shroud,,Foresting Emerald Moss,,,P,ge-mob-pages
Curious Galago,Central Shroud,,Necrologos: Thousandfold Agony,,,P,ge-mob-pages
Curious Galago,South Shroud,,"Wanted: Rorogun the Tailtamer, Impish Intentions",,,P,ge-mob-pages
Curious Galago,Eastern La Noscea,"35,18",Sating the Simians,20-32,"{{Drops|Name=Gridanian Chestnut}}, {{Drops|Name=Galago Mint}}",P,ge-mob-pages
Curious Gorge (Mob),Western Thanalan,The Silver Bazaar,How to Quit You,55,,A,ge-mob-pages
Cursed Eye,Nanawa Mines,4-4,,35,"{{Drops|Name=Chocobo Feather|13|50}}, {{Drops|Name=Ahriman Wing|18|50}}",A,ge-mob-pages
Daddy Longlegs,Western Thanalan,"16-34, 18-30",,42,"{{Drops|Name=Toadskin Armguards |1|4}}, {{Drops|Name=Elmlord's Tusk |2|4}}, {{Drops|Name=Blue Yarzon Leg |1|4}}, {{Drops|Name=Velveteen Sarouel |2|4}}, {{Drops|Name=Steel Vambraces |1|4}}, {{Drops|Name=Rothlyt Oyster |2|4}}",A,ge-mob-pages
Dapper Cadaver,Copperbell Mines,6-3,,45,"{{Drops|Name=Iron Plate|Link=|3|8}}, {{Drops|Name=Bronze Arrow|Link=|1|8}}",A,ge-mob-pages
Darkeye Devilet,Upper La Noscea,,Unholy Moley,,"{{Drops|Name=Imp Wing||}},{{Drops|Name=Wildfowl Feather||}},{{Drops|Name=Black Pepper||}},{{Drops|Name=Chocobo Feather||}},{{Drops|Name=Disabling Powder||}},{{Drops|Name=Ahriman Wing||}}",A,ge-mob-pages
Darkeye Devilet,Western La Noscea,,Escape from Cell E05,,"{{Drops|Name=Imp Wing||}},{{Drops|Name=Wildfowl Feather||}},{{Drops|Name=Black Pepper||}},{{Drops|Name=Chocobo Feather||}},{{Drops|Name=Disabling Powder||}},{{Drops|Name=Ahriman Wing||}}",A,ge-mob-pages
Darkeye Devilet,Central Shroud,,Behest: Humblehearth,,"{{Drops|Name=Imp Wing||}},{{Drops|Name=Wildfowl Feather||}},{{Drops|Name=Black Pepper||}},{{Drops|Name=Chocobo Feather||}},{{Drops|Name=Disabling Powder||}},{{Drops|Name=Ahriman Wing||}}",A,ge-mob-pages
Darkeye Devilet,East Shroud,,What the Devilet Dons,40-52,"{{Drops|Name=Imp Wing|0|4}},{{Drops|Name=Wildfowl Feather|0|4}},{{Drops|Name=Black Pepper|1|4}},{{Drops|Name=Chocobo Feather|0|4}},{{Drops|Name=Disabling Powder|0|4}},{{Drops|Name=Ahriman Wing|0|4}}",A,ge-mob-pages
Darkeye Devilet,North Shroud,,Out of its Shell,,"{{Drops|Name=Imp Wing||}},{{Drops|Name=Wildfowl Feather||}},{{Drops|Name=Black Pepper||}},{{Drops|Name=Chocobo Feather||}},{{Drops|Name=Disabling Powder||}},{{Drops|Name=Ahriman Wing||}}",A,ge-mob-pages
Darkeye Devilet,The Mun-Tuy Cellars,,,,"{{Drops|Name=Imp Wing||}},{{Drops|Name=Wildfowl Feather||}},{{Drops|Name=Black Pepper||}},{{Drops|Name=Chocobo Feather||}},{{Drops|Name=Disabling Powder||}},{{Drops|Name=Ahriman Wing||}}",A,ge-mob-pages
Darkeye Devilet,Eastern Thanalan,,Secrets of the Sultanate,40-53,"{{Drops|Name=Imp Wing||}},{{Drops|Name=Wildfowl Feather||}},{{Drops|Name=Black Pepper||}},{{Drops|Name=Chocobo Feather||}},{{Drops|Name=Disabling Powder||}},{{Drops|Name=Ahriman Wing||}}",A,ge-mob-pages
Darkeye Devilet,Southern Thanalan,,A Devilet's Best Friend,,"{{Drops|Name=Imp Wing||}},{{Drops|Name=Wildfowl Feather||}},{{Drops|Name=Black Pepper||}},{{Drops|Name=Chocobo Feather||}},{{Drops|Name=Disabling Powder||}},{{Drops|Name=Ahriman Wing||}}",A,ge-mob-pages
Darkeye Devilet,Nanawa Mines,,,,"{{Drops|Name=Imp Wing||}},{{Drops|Name=Wildfowl Feather||}},{{Drops|Name=Black Pepper||}},{{Drops|Name=Chocobo Feather||}},{{Drops|Name=Disabling Powder||}},{{Drops|Name=Ahriman Wing||}}",A,ge-mob-pages
Darkwing Devilet,Lower La Noscea,,Escape Artist,,"{{Drops|Name=Imp Wing||}},{{Drops|Name=Black Pepper||}},{{Drops|Name=Wildfowl Feather||}},{{Drops|Name=Chocobo Feather||}},{{Drops|Name=Salt Leek||}}",A,ge-mob-pages
Darkwing Devilet,Cassiopeia Hollow,,Escape from Cell D72,,"{{Drops|Name=Imp Wing||}},{{Drops|Name=Black Pepper||}},{{Drops|Name=Wildfowl Feather||}},{{Drops|Name=Chocobo Feather||}},{{Drops|Name=Salt Leek||}}",A,ge-mob-pages
Darkwing Devilet,Central Shroud,,"Underneath the Shell, Behest: Humblehearth",30-42,"{{Drops|Name=Imp Wing|0|1}},{{Drops|Name=Black Pepper|0|1}},{{Drops|Name=Wildfowl Feather|0|1}},{{Drops|Name=Chocobo Feather|0|1}},{{Drops|Name=Salt Leek|0|1}}",A,ge-mob-pages
Darkwing Devilet,The Mun-Tuy Cellars,,My Fey Lady,,"{{Drops|Name=Imp Wing||}},{{Drops|Name=Black Pepper||}},{{Drops|Name=Wildfowl Feather||}},{{Drops|Name=Chocobo Feather||}},{{Drops|Name=Salt Leek||}}",A,ge-mob-pages
Darkwing Devilet,Western Thanalan,Nophica's Wells,Secret of the Sewers,30-42,"{{Drops|Name=Imp Wing|0|2}},{{Drops|Name=Black Pepper|0|2}},{{Drops|Name=Wildfowl Feather|0|2}},{{Drops|Name=Chocobo Feather|0|2}},{{Drops|Name=Salt Leek|0|2}}",A,ge-mob-pages
Darkwing Devilet,Nanawa Mines,,Corpus Adamance,,"{{Drops|Name=Imp Wing||}},{{Drops|Name=Black Pepper||}},{{Drops|Name=Wildfowl Feather||}},{{Drops|Name=Chocobo Feather||}},{{Drops|Name=Salt Leek||}}",A,ge-mob-pages
Deadeyes,North Shroud,,Operation: Shuteye,,,A,ge-mob-pages
Deathstroke Assassin,Western Thanalan,,Sweet Vengeance,20-32,,A,ge-mob-pages
Deathstroke Assassin,Eastern Thanalan,,Juggling Knives,40-52,,A,ge-mob-pages
Deepground Puk,Nanawa Mines,,Overtime in the Mines,,,P,ge-mob-pages
Deepground Puk,The Mun-Tuy Cellars,,Wizening Up,,,P,ge-mob-pages
Deepvoid Pikeman,Coerthas Central Lowlands,Camp Ever Lakes,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Pikeman,Coerthas Eastern Lowlands,Camp Glory,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Pikeman,Northern Thanalan,Camp Bluefog,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Scamp,Mor Dhona,Camp Brittlebark,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Scamp,Mor Dhona,Camp Revenant's Toll,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Scamp,Coerthas Central Lowlands,Camp Ever Lakes,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Scamp,Coerthas Eastern Lowlands,Camp Glory,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Scamp,Northern Thanalan,Camp Bluefog,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Scamp,Coerthas Central Highlands,Camp Dragonhead,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Scamp,North Shroud,Camp Emerald Moss,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Scamp,West Shroud,Camp Crimson Bark,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Scamp,Central Thanalan,Camp Black Brush,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Scamp,Western Thanalan,Camp Horizon,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Sludge,Mor Dhona,Camp Brittlebark,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Sludge,Mor Dhona,Camp Revenant's Toll,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Sludge,Coerthas Central Lowlands,Camp Ever Lakes,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Sludge,Coerthas Eastern Lowlands,Camp Glory,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Sludge,Northern Thanalan,Camp Bluefog,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Soul,Mor Dhona,Camp Brittlebark,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Soul,Mor Dhona,Camp Revenant's Toll,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Soul,Coerthas Central Lowlands,Camp Ever Lakes,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Soul,Coerthas Eastern Lowlands,Camp Glory,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Soul,Northern Thanalan,Camp Bluefog,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Soul,Coerthas Central Highlands,Camp Dragonhead,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Soul,North Shroud,Camp Emerald Moss,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Soul,West Shroud,Camp Crimson Bark,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Soul,Central Thanalan,Camp Black Brush,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Soul,Western Thanalan,Camp Horizon,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Warrior,Mor Dhona,Camp Brittlebark,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Warrior,Mor Dhona,Camp Revenant's Toll,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Warrior,Coerthas Central Lowlands,Camp Ever Lakes,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Warrior,Coerthas Eastern Lowlands,Camp Glory,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Warrior,Northern Thanalan,Camp Bluefog,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Warrior,Coerthas Central Highlands,Camp Dragonhead,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Warrior,North Shroud,Camp Emerald Moss,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Warrior,West Shroud,Camp Crimson Bark,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Warrior,Central Thanalan,Camp Black Brush,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Warrior,Western Thanalan,Camp Horizon,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Watcher,Mor Dhona,Camp Brittlebark,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Watcher,Mor Dhona,Camp Revenant's Toll,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Watcher,Coerthas Central Lowlands,Camp Ever Lakes,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Watcher,Coerthas Eastern Lowlands,Camp Glory,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Watcher,Northern Thanalan,Camp Bluefog,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Wizard,Coerthas Central Lowlands,Camp Ever Lakes,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Wizard,Coerthas Eastern Lowlands,Camp Glory,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Deepvoid Wizard,Northern Thanalan,Camp Bluefog,,60,{{Drops|Name=Over-aspected Crystal|0|0}},A,ge-mob-pages
Delta Crab,Central Shroud,,Underneath the Shell,30-42,"{{Drops|Name=Megalocrab Leg|0|3}},{{Drops|Name=Malm Kelp|0|3}},{{Drops|Name=Green Megalocrab Shell|0|3}}",P,ge-mob-pages
Delta Crab,North Shroud,,,,"{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Silver Fish Hook||}},{{Drops|Name=Malm Kelp||}},{{Drops|Name=Green Stainsand||}},{{Drops|Name=Blue Stainsand||}},{{Drops|Name=Green Megalocrab Shell||}}",P,ge-mob-pages
Delta Crab,South Shroud,,,,"{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Silver Fish Hook||}},{{Drops|Name=Malm Kelp||}},{{Drops|Name=Green Stainsand||}},{{Drops|Name=Blue Stainsand||}},{{Drops|Name=Green Megalocrab Shell||}}",P,ge-mob-pages
Delta Crab,The Mun-Tuy Cellars,,Crabs in the Cellar,,"{{Drops|Name=Megalocrab Leg||}},{{Drops|Name=Silver Fish Hook||}},{{Drops|Name=Malm Kelp||}},{{Drops|Name=Green Stainsand||}},{{Drops|Name=Blue Stainsand||}},{{Drops|Name=Green Megalocrab Shell||}}",P,ge-mob-pages
Desert Peiste,Eastern Thanalan,,,,,A,ge-mob-pages
Devilet,Western La Noscea,,,,"{{Drops|Name=Imp Wing||}},{{Drops|Name=Black Pepper||}},{{Drops|Name=Wildfowl Feather||}},{{Drops|Name=Chocobo Feather||}},{{Drops|Name=Disabling Powder||}}",A,ge-mob-pages
Devilet,The Tam-Tara Deepcroft,,,41-44,"{{Drops|Name=Imp Wing|2|5}},{{Drops|Name=Black Pepper|1|5}},{{Drops|Name=Wildfowl Feather|1|5}},{{Drops|Name=Chocobo Feather|1|5}}",A,ge-mob-pages
Dew Hare,South Shroud,,,,"{{Drops|Name=Muddy Water||}},{{Drops|Name=Acidic Secretions||}},{{Drops|Name=Thyme||}},{{Drops|Name=Red Coral||}},{{Drops|Name=Blue Coral||}}",P,ge-mob-pages
Dew Hare,West Shroud,31-15,,,"{{Drops|Name=Muddy Water||}},{{Drops|Name=Acidic Secretions||}},{{Drops|Name=Thyme||}},{{Drops|Name=Red Coral||}},{{Drops|Name=Blue Coral||}}",P,ge-mob-pages
Diamond-tooth Hedgemole,The Dzemael Darkhold,,,52,,A,ge-mob-pages
Dire Dormouse,East Shroud,,What the Devilet Dons,40-52,"{{Drops|Name=Iron Acorn|2|4}},{{Drops|Name=Dormouse Pelt|1|4}}",P,ge-mob-pages
Dire Dormouse,Central Shroud,,Reforesting Humblehearth,,,P,ge-mob-pages
Dire Rat,Eastern La Noscea,"34-17, 37-25, 38-25, 35-21, 35-17",,12 - 19,"{{Drops|Name=Bronze Arrowheads||}}, {{Drops|Name=Rat Pelt||}}, {{Drops|Name=Bone Chip||}}, {{Drops|Name=Cloves||}}, {{Drops|Name=Rat Tail||}}, {{Drops|Name=Rock Salt||}}",P,ge-mob-pages
Diremite,Northern Thanalan,,,,,A,ge-mob-pages
Diremite,Mor Dhona,,,,,A,ge-mob-pages
Diremite Straggler,Mun-Tuy Cellars,4-6,Seeds of Initiative,35,"{{Drops|Name=Diremite Sinew|Link=|1|1}}, {{Drops|Name=Diremite Web |Link=|1|1}}",A,ge-mob-pages
