row_index,capture,scenario_id,wire_index,lane_index,frame_index,outer_timestamp_or_seq_hex,subevent_index,subevent_offset,opcode,shape,row_index_in_packet,row_count,source_actor_id,target_actor_id,effect_or_animation_id,command_id,numeric_value,world_master_text_id,message_class,effect_id,text_param,row_ordinal_or_filter,header_control_value,presentation_flags
531,war_quest_update2.pcapng,job-quest-war-updates,365,0,188,61744af03b010000,0,0,0x0139,X01,0,1,1163947559,43722707,285216768,23003,0,30311,miss,134217736,1,1,0,2064
532,war_quest_update2.pcapng,job-quest-war-updates,375,0,194,b4774af03b010000,0,0,0x013A,X10,0,3,43722707,1163947559,419434496,22104,111,30301,normal_damage,268437004,1,1,0,6160
533,war_quest_update2.pcapng,job-quest-war-updates,375,0,194,b4774af03b010000,0,0,0x013A,X10,1,3,43722707,1163947559,419434496,22104,110,30301,normal_damage,134219278,1,2,0,6160
534,war_quest_update2.pcapng,job-quest-war-updates,375,0,194,b4774af03b010000,0,0,0x013A,X10,2,3,43722707,1163947559,419434496,22104,118,30301,normal_damage,134219278,1,3,0,6160
535,war_quest_update2.pcapng,job-quest-war-updates,381,0,198,7c784af03b010000,0,0,0x0139,X01,0,1,43723073,43723073,234889735,27100,241,30320,hp_recovery,805306626,0,1,0,2064
536,war_quest_update2.pcapng,job-quest-war-updates,392,0,206,7e7b4af03b010000,0,0,0x0139,X01,0,1,1163947558,43723073,285216768,23005,229,30301,normal_damage,134219272,4,1,0,2064
537,war_quest_update2.pcapng,job-quest-war-updates,399,0,209,287c4af03b010000,0,0,0x0139,X01,0,1,1163947557,43723073,285216768,23003,226,30301,normal_damage,134219272,4,1,0,2064
538,war_quest_update2.pcapng,job-quest-war-updates,433,0,224,27814af03b010000,7,536,0x013A,X10,0,3,43722707,1163947559,302813207,27119,1484,30302,critical_damage,134743567,1,1,0,2064
539,war_quest_update2.pcapng,job-quest-war-updates,433,0,224,27814af03b010000,7,536,0x013A,X10,1,3,43722707,1163947559,302813207,27119,0,30116,non_fit,0,0,1,0,2064
540,war_quest_update2.pcapng,job-quest-war-updates,433,0,224,27814af03b010000,7,536,0x013A,X10,2,3,43722707,43722707,302813207,27119,18,33934,non_fit,0,3,1,0,2064
541,war_quest_update2.pcapng,job-quest-war-updates,446,0,226,a6824af03b010000,8,704,0x013A,X10,0,2,1163947556,43723073,285216768,23005,239,30301,normal_damage,134743560,4,1,0,2064
542,war_quest_update2.pcapng,job-quest-war-updates,446,0,226,a6824af03b010000,8,704,0x013A,X10,1,2,1163947556,43723073,285216768,23005,0,30108,non_fit,0,0,1,0,2064
543,war_quest_update2.pcapng,job-quest-war-updates,454,0,230,95834af03b010000,1,40,0x0139,X01,0,1,1163947558,1163947558,2080374882,21002,0,0,unknown,1,0,1,0,2064
544,war_quest_update2.pcapng,job-quest-war-updates,667,0,239,60854af03b010000,1,40,0x0139,X01,0,1,1163947557,1163947557,2080374882,21002,0,0,unknown,1,0,1,0,2064
545,war_quest_update2.pcapng,job-quest-war-updates,685,0,251,6a8a4af03b010000,1,40,0x0139,X01,0,1,1163947556,1163947556,2080374882,21002,0,0,unknown,1,0,1,0,2064
546,war_quest_update2.pcapng,job-quest-war-updates,729,0,275,e0964af03b010000,1,40,0x0139,X01,0,1,1163947556,1163947556,2080374882,21001,0,0,unknown,1,0,1,0,2064
547,war_quest_update2.pcapng,job-quest-war-updates,735,0,278,cb974af03b010000,1,40,0x0139,X01,0,1,1163947558,1163947558,2080374882,21001,0,0,unknown,1,0,1,0,2064
548,war_quest_update2.pcapng,job-quest-war-updates,736,0,278,cb974af03b010000,2,128,0x013A,X10,0,3,43722707,1163947557,419434496,22104,119,30301,normal_damage,268437004,8,1,0,6160
549,war_quest_update2.pcapng,job-quest-war-updates,736,0,278,cb974af03b010000,2,128,0x013A,X10,1,3,43722707,1163947557,419434496,22104,110,30301,normal_damage,134219278,8,2,0,6160
550,war_quest_update2.pcapng,job-quest-war-updates,736,0,278,cb974af03b010000,2,128,0x013A,X10,2,3,43722707,1163947557,419434496,22104,107,30301,normal_damage,134219278,8,3,0,6160
551,war_quest_update2.pcapng,job-quest-war-updates,741,0,280,ed974af03b010000,1,40,0x0139,X01,0,1,1163947557,1163947557,2080374882,21001,0,0,unknown,1,0,1,0,2064
552,war_quest_update2.pcapng,job-quest-war-updates,770,0,296,6e9c4af03b010000,0,0,0x0139,X01,0,1,43722707,43722707,2080374882,0,0,30331,non_fit,671311885,0,1,0,2064
553,war_quest_update2.pcapng,job-quest-war-updates,779,0,301,eaa24af03b010000,0,0,0x013A,X10,0,2,43722707,1163947557,419434496,22104,173,30301,normal_damage,268437004,4,1,0,4112
554,war_quest_update2.pcapng,job-quest-war-updates,779,0,301,eaa24af03b010000,0,0,0x013A,X10,1,2,43722707,1163947557,419434496,22104,175,30301,normal_damage,134219278,4,2,0,4112
555,war_quest_update2.pcapng,job-quest-war-updates,789,0,303,bda34af03b010000,1,64,0x0139,X01,0,1,1163947558,43722707,285216768,23003,0,30311,miss,134217736,8,1,0,2064
556,war_quest_update2.pcapng,job-quest-war-updates,794,0,306,97a44af03b010000,0,0,0x0139,X01,0,1,1163947556,43722707,285216768,23003,64,30308,parry_damage,134221320,8,1,0,2064
557,war_quest_update2.pcapng,job-quest-war-updates,799,0,310,89a54af03b010000,0,0,0x0139,X01,0,1,1163947557,43722707,285216768,23005,0,30311,miss,134217736,1,1,0,2064
558,war_quest_update2.pcapng,job-quest-war-updates,829,0,329,b3ae4af03b010000,2,336,0x013A,X10,0,2,43722707,1163947557,302813207,27119,778,30301,normal_damage,134219276,1,1,0,2064
559,war_quest_update2.pcapng,job-quest-war-updates,829,0,329,b3ae4af03b010000,2,336,0x013A,X10,1,2,43722707,1163947557,302813207,27119,0,30335,non_fit,537093927,1,1,0,2064
560,war_quest_update2.pcapng,job-quest-war-updates,845,0,337,25b44af03b010000,0,0,0x0139,X01,0,1,1163947558,43722707,285216768,23005,87,30301,normal_damage,134219272,1,1,0,2064
561,war_quest_update2.pcapng,job-quest-war-updates,849,0,341,12b64af03b010000,0,0,0x0139,X01,0,1,1163947556,43722707,285216768,23005,0,30311,miss,134217736,8,1,0,2064
562,war_quest_update2.pcapng,job-quest-war-updates,857,0,347,fab84af03b010000,0,0,0x0139,X01,0,1,43722707,1163947557,301995011,27110,870,30301,normal_damage,134252044,1,1,0,2064
563,war_quest_update2.pcapng,job-quest-war-updates,892,0,362,2fc34af03b010000,5,200,0x0139,X01,0,1,43722707,1163947557,2080374882,0,0,0,unknown,671311655,0,1,0,2064
564,war_quest_update2.pcapng,job-quest-war-updates,896,0,362,2fc34af03b010000,9,664,0x013A,X10,0,4,43722707,1163947557,302002196,27111,903,30303,normal_damage,134743564,46,1,0,2064
565,war_quest_update2.pcapng,job-quest-war-updates,896,0,362,2fc34af03b010000,9,664,0x013A,X10,1,4,43722707,1163947557,302002196,27111,0,30112,non_fit,0,46,1,0,2064
566,war_quest_update2.pcapng,job-quest-war-updates,896,0,362,2fc34af03b010000,9,664,0x013A,X10,2,4,43722707,1163947557,302002196,27111,0,30116,non_fit,0,0,1,0,2064
567,war_quest_update2.pcapng,job-quest-war-updates,896,0,362,2fc34af03b010000,9,664,0x013A,X10,3,4,43722707,43722707,302002196,27111,18,33934,non_fit,0,3,1,0,2064
568,war_quest_update2.pcapng,job-quest-war-updates,910,0,367,66c44af03b010000,0,0,0x0139,X01,0,1,1163947558,43722707,285216768,23005,0,30311,miss,134217736,1,1,0,2064
569,war_quest_update2.pcapng,job-quest-war-updates,919,0,373,9dc94af03b010000,0,0,0x0139,X01,0,1,1163947556,43722707,285216768,23005,94,30301,normal_damage,134219272,8,1,0,2064
570,war_quest_update2.pcapng,job-quest-war-updates,955,0,394,64d64af03b010000,0,0,0x0139,X01,0,1,1163947558,43722707,285216768,23003,86,30301,normal_damage,134219272,8,1,0,2064
571,war_quest_update2.pcapng,job-quest-war-updates,958,0,397,01d84af03b010000,0,0,0x013A,X10,0,2,43722707,1163947558,419434496,22104,269,30302,critical_damage,268437007,1,1,0,4112
572,war_quest_update2.pcapng,job-quest-war-updates,958,0,397,01d84af03b010000,0,0,0x013A,X10,1,2,43722707,1163947558,419434496,22104,296,30302,critical_damage,134219279,1,2,0,4112
573,war_quest_update2.pcapng,job-quest-war-updates,975,0,406,91dc4af03b010000,0,0,0x0139,X01,0,1,1163947556,43722707,285216768,23005,0,30311,miss,134217736,8,1,0,2064
574,war_quest_update2.pcapng,job-quest-war-updates,995,0,413,3ae34af03b010000,0,0,0x013A,X10,0,2,43722707,1163947558,419434496,22104,172,30301,normal_damage,268437004,1,1,0,4112
575,war_quest_update2.pcapng,job-quest-war-updates,995,0,413,3ae34af03b010000,0,0,0x013A,X10,1,2,43722707,1163947558,419434496,22104,155,30301,normal_damage,134219278,1,2,0,4112
576,war_quest_update2.pcapng,job-quest-war-updates,1008,0,417,fae44af03b010000,2,336,0x013A,X10,0,2,43722707,1163947558,302813207,27119,828,30301,normal_damage,134219276,1,1,0,2064
577,war_quest_update2.pcapng,job-quest-war-updates,1008,0,417,fae44af03b010000,2,336,0x013A,X10,1,2,43722707,1163947558,302813207,27119,0,30335,non_fit,537093927,1,1,0,2064
578,war_quest_update2.pcapng,job-quest-war-updates,1028,0,429,d1ee4af03b010000,3,504,0x0139,X01,0,1,43722707,43722707,234889791,27260,0,30328,non_fit,537094006,0,1,0,2064
579,war_quest_update2.pcapng,job-quest-war-updates,1030,0,431,a5f04af03b010000,0,0,0x0139,X01,0,1,1163947556,43722707,285216768,23005,93,30301,normal_damage,134219272,8,1,0,2064
580,war_quest_update2.pcapng,job-quest-war-updates,1058,0,446,6c004bf03b010000,0,0,0x013A,X10,0,2,43722707,1163947558,419434496,22104,175,30301,normal_damage,268437004,1,1,0,4112
581,war_quest_update2.pcapng,job-quest-war-updates,1058,0,446,6c004bf03b010000,0,0,0x013A,X10,1,2,43722707,1163947558,419434496,22104,151,30301,normal_damage,134219278,1,2,0,4112
582,war_quest_update2.pcapng,job-quest-war-updates,1064,0,451,a2014bf03b010000,0,0,0x0139,X01,0,1,1163947556,43722707,285216768,23005,88,30301,normal_damage,134219272,8,1,0,2064
583,war_quest_update2.pcapng,job-quest-war-updates,1084,0,459,6a044bf03b010000,4,160,0x0139,X01,0,1,43722707,1163947558,2080374882,0,0,0,unknown,671311655,0,1,0,2064
584,war_quest_update2.pcapng,job-quest-war-updates,1088,0,459,6a044bf03b010000,8,624,0x013A,X10,0,3,43722707,1163947558,301995011,27110,1535,30302,critical_damage,134776335,1,1,0,2064
585,war_quest_update2.pcapng,job-quest-war-updates,1088,0,459,6a044bf03b010000,8,624,0x013A,X10,1,3,43722707,1163947558,301995011,27110,0,30116,non_fit,0,0,1,0,2064
586,war_quest_update2.pcapng,job-quest-war-updates,1088,0,459,6a044bf03b010000,8,624,0x013A,X10,2,3,43722707,43722707,301995011,27110,18,33934,non_fit,0,3,1,0,2064
587,war_quest_update2.pcapng,job-quest-war-updates,1127,0,476,0e134bf03b010000,1,40,0x0139,X01,0,1,1163947556,43722707,1862270987,23226,0,30126,non_fit,1,0,1,0,2064
588,war_quest_update2.pcapng,job-quest-war-updates,1134,0,482,90184bf03b010000,0,0,0x013A,X10,0,2,43722707,1163947556,419434496,22104,175,30301,normal_damage,268437004,1,1,0,4112
589,war_quest_update2.pcapng,job-quest-war-updates,1134,0,482,90184bf03b010000,0,0,0x013A,X10,1,2,43722707,1163947556,419434496,22104,166,30301,normal_damage,134219278,1,2,0,4112
590,war_quest_update2.pcapng,job-quest-war-updates,1142,0,486,7a1a4bf03b010000,1,40,0x0139,X01,0,1,1163947556,43722707,553656320,23226,76,30308,parry_damage,134221316,8,1,0,2064
591,war_quest_update2.pcapng,job-quest-war-updates,1172,0,499,67244bf03b010000,0,0,0x013A,X10,0,2,43722707,1163947556,419434496,22104,161,30301,normal_damage,268437004,1,1,0,4112
592,war_quest_update2.pcapng,job-quest-war-updates,1172,0,499,67244bf03b010000,0,0,0x013A,X10,1,2,43722707,1163947556,419434496,22104,175,30301,normal_damage,134219278,1,2,0,4112
593,war_quest_update2.pcapng,job-quest-war-updates,1186,0,509,b92b4bf03b010000,0,0,0x0139,X01,0,1,1163947556,43722707,285216768,23003,0,30311,miss,134217736,1,1,0,2064
594,war_quest_update2.pcapng,job-quest-war-updates,1192,0,514,822f4bf03b010000,0,0,0x013A,X10,0,2,43722707,1163947556,419434496,22104,167,30301,normal_damage,268437004,1,1,0,4112
595,war_quest_update2.pcapng,job-quest-war-updates,1192,0,514,822f4bf03b010000,0,0,0x013A,X10,1,2,43722707,1163947556,419434496,22104,174,30301,normal_damage,134219278,1,2,0,4112
596,war_quest_update2.pcapng,job-quest-war-updates,1200,0,521,d2314bf03b010000,0,0,0x0139,X01,0,1,43722707,1163947556,301995011,27110,780,30301,normal_damage,134252044,1,1,0,2064
597,war_quest_update2.pcapng,job-quest-war-updates,1224,0,534,733d4bf03b010000,0,0,0x0139,X01,0,1,1163947556,43722707,285216768,23005,66,30308,parry_damage,134221320,1,1,0,2064
598,war_quest_update2.pcapng,job-quest-war-updates,1249,0,546,af424bf03b010000,3,376,0x013A,X10,0,2,43722707,1163947556,302002196,27111,901,30303,normal_damage,134219276,46,1,0,2064
599,war_quest_update2.pcapng,job-quest-war-updates,1249,0,546,af424bf03b010000,3,376,0x013A,X10,1,2,43722707,1163947556,302002196,27111,0,30112,non_fit,0,46,1,0,2064
600,war_quest_update2.pcapng,job-quest-war-updates,1273,0,558,224f4bf03b010000,1,40,0x0139,X01,0,1,1163947556,43722707,1862270987,23226,0,30126,non_fit,1,0,1,0,2064
601,war_quest_update2.pcapng,job-quest-war-updates,1302,0,568,e8534bf03b010000,5,200,0x0139,X01,0,1,1163947556,43722707,2130706531,23226,0,0,unknown,0,0,1,0,2064
602,war_quest_update2.pcapng,job-quest-war-updates,1306,0,568,e8534bf03b010000,9,664,0x013A,X10,0,4,43722707,1163947556,419434496,22104,165,30301,normal_damage,268437004,1,1,0,4112
603,war_quest_update2.pcapng,job-quest-war-updates,1306,0,568,e8534bf03b010000,9,664,0x013A,X10,1,4,43722707,1163947556,419434496,22104,165,30301,normal_damage,134743566,1,2,0,4112
604,war_quest_update2.pcapng,job-quest-war-updates,1306,0,568,e8534bf03b010000,9,664,0x013A,X10,2,4,43722707,1163947556,419434496,22104,0,30116,non_fit,0,0,1,0,4112
605,war_quest_update2.pcapng,job-quest-war-updates,1306,0,568,e8534bf03b010000,9,664,0x013A,X10,3,4,43722707,43722707,419434496,22104,18,33934,non_fit,0,3,1,0,4112
606,war_quest_update2.pcapng,job-quest-war-updates,1336,0,584,bb614bf03b010000,1,40,0x0139,X01,0,1,43722707,43722707,2080374882,21002,0,0,unknown,1,0,1,0,2064
607,war_quest_update2.pcapng,job-quest-war-updates,1355,0,590,09674bf03b010000,0,0,0x013A,X10,0,2,43722707,43722707,2080374882,0,0,0,unknown,0,0,1,0,2064
608,war_quest_update2.pcapng,job-quest-war-updates,1355,0,590,09674bf03b010000,0,0,0x013A,X10,1,2,43722707,43722707,2080374882,0,0,30331,non_fit,671311734,0,1,0,2064
609,war_quest_update2.pcapng,job-quest-war-updates,1393,0,609,1f764bf03b010000,4,544,0x0139,X01,0,1,43723073,43723073,16781414,0,970,30109,non_fit,806355202,1,1,0,2064
610,war_quest_update2.pcapng,job-quest-war-updates,1799,0,656,37a14bf03b010000,1,72,0x0139,X01,0,1,43722707,43722707,100282488,21007,0,30330,non_fit,537094911,0,1,0,2064
611,war_quest_update3.pcapng,job-quest-war-updates,78,0,27,84fa4cf03b010000,1,72,0x0139,X01,0,1,43722707,43722707,100282488,21007,0,30330,non_fit,537094911,0,1,0,2064
612,war_quest_update3.pcapng,job-quest-war-updates,140,0,42,e60e4df03b010000,1,72,0x0139,X01,0,1,43722707,43722707,100282488,21007,0,30330,non_fit,537094911,0,1,0,2064
613,war_quest_update3.pcapng,job-quest-war-updates,197,0,60,832c4df03b010000,1,72,0x0139,X01,0,1,43722707,43722707,100282488,21007,0,30330,non_fit,537094911,0,1,0,2064
614,war_quest_update3.pcapng,job-quest-war-updates,243,0,76,83494df03b010000,1,72,0x0139,X01,0,1,43722707,43722707,100282488,21007,0,30330,non_fit,537094911,0,1,0,2064
615,war_quest_update3.pcapng,job-quest-war-updates,301,0,95,ad6a4df03b010000,1,40,0x0139,X01,0,1,43722707,43722707,2080374882,21001,0,0,unknown,1,0,1,0,2064
616,war_quest_update3.pcapng,job-quest-war-updates,316,0,100,916e4df03b010000,1,72,0x0139,X01,0,1,43722707,43722707,100282488,21007,0,30330,non_fit,537094911,0,1,0,2064
617,war_quest_update3.pcapng,job-quest-war-updates,349,0,112,5b814df03b010000,1,40,0x0139,X01,0,1,43722707,43722707,2080374882,21002,0,0,unknown,1,0,1,0,2064
618,war_quest_update3.pcapng,job-quest-war-updates,375,0,118,468b4df03b010000,1,72,0x0139,X01,0,1,43722707,43722707,100282488,21007,0,30330,non_fit,537094911,0,1,0,2064
619,war_quest_update3.pcapng,job-quest-war-updates,413,0,134,7ba24df03b010000,2,136,0x0139,X01,0,1,43722707,43722707,100282488,21007,0,30330,non_fit,537094911,0,1,0,2064
620,war_quest_update3.pcapng,job-quest-war-updates,437,0,139,1da84df03b010000,1,72,0x0139,X01,0,1,43723073,43723073,2080374882,0,2661,33921,non_fit,0,4,1,0,2064
621,war_quest_update3.pcapng,job-quest-war-updates,479,0,153,f5b84df03b010000,1,72,0x0139,X01,0,1,43722707,43722707,100282488,21007,0,30330,non_fit,537094911,0,1,0,2064
