source_ordinal,observation_id,created_at,zone,canonical_zone_name,client_zone_name,zone_identity_status,category,category_basis,subject_type,subject_name,subject_identity_status,profile_id,map_bounds,position,rotation,notes,placement_claim_status
71,033193f2-1ca5-48fc-ad34-1ab10d55fa7f,2026-09-16T04:32:03.2023726Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[158.5380096435547,43.43779754638672,342.0119323730469]",-1.2241644859313965,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
72,d334d630-312b-4dc8-8c09-1f57f2b2891f,2026-09-16T04:32:12.4249383Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[148.87413024902344,44.27823257446289,333.0352478027344]",-2.322251558303833,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
73,d7b34fbc-483e-4262-8d0c-25713abef399,2026-09-16T04:32:38.7451431Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Bumble beetle,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[191.31869506835938,43.20437240600586,278.3290100097656]",-2.975397825241089,Bumble beetle spawn,observation-only; home/slot/respawn unresolved
74,0a98e95c-39be-47bb-a467-f1cf442e66fe,2026-09-16T04:32:58.9531768Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Bumble Beetle,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[200.7860107421875,44.62857437133789,272.85162353515625]",2.2616989612579346,Bumble Beetle spawn,observation-only; home/slot/respawn unresolved
75,c7c65a12-a208-4b63-b1b5-e9a6efb0f447,2026-09-16T04:34:23.7693321Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Sea Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[402.1678161621094,50.62046813964844,211.49610900878906]",-1.8744049072265625,Sea Puk spawn,observation-only; home/slot/respawn unresolved
76,4083b20d-fb26-488f-8478-790a4b389197,2026-09-16T04:34:43.3611008Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Sea Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[457.4208068847656,46.677024841308594,228.681640625]",1.3291255235671997,Sea Puk spawn,observation-only; home/slot/respawn unresolved
77,89cfdae6-371f-487b-b5f2-e10dd6f88796,2026-09-16T04:35:03.5931868Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Sea Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[449.3399658203125,52.04876708984375,159.74267578125]",-0.9642801284790039,Sea Puk spawn,observation-only; home/slot/respawn unresolved
78,975ec449-1552-4b83-a9ca-499e92fe8028,2026-09-16T04:35:15.5370898Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Sea Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[464.25091552734375,51.25118637084961,145.964111328125]",2.3070619106292725,Sea Puk spawn,observation-only; home/slot/respawn unresolved
79,62f24458-d7da-493a-b6da-d59523b500c2,2026-09-16T04:36:01.7772212Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Ravenous Nannygoat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[490.10711669921875,54.34141540527344,73.3961181640625]",-1.204967975616455,,observation-only; home/slot/respawn unresolved
80,6ad0ed8d-ff63-42e0-8610-c82079d2c528,2026-09-16T04:36:33.1610304Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Sea Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[488.4486999511719,52.200862884521484,133.70321655273438]",0.15701469779014587,Sea Puk spawn,observation-only; home/slot/respawn unresolved
81,63ddc60d-617d-4866-a7a8-bf7a68e16509,2026-09-16T04:36:41.1293484Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Sea Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[478.28289794921875,50.44377517700195,135.9539337158203]",-1.1214008331298828,Sea Puk spawn,observation-only; home/slot/respawn unresolved
82,640ae4f9-1450-4a8b-acb1-169adfd9838d,2026-09-16T04:36:49.5139277Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Sea Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[470.6139831542969,50.54424285888672,144.67555236816406]",-1.321545124053955,Sea Puk spawn,observation-only; home/slot/respawn unresolved
83,6da78028-34cf-4b5c-b6aa-aa64fb6adb80,2026-09-16T04:40:35.6972505Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[495.89898681640625,53.629913330078125,73.1531982421875]",2.8316211700439453,Wharf rat spawn,observation-only; home/slot/respawn unresolved
84,5ec539f8-00b7-461d-950f-ab96dd580d62,2026-09-16T04:40:55.7296371Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[510.045166015625,54.602394104003906,71.72512817382812]",1.4789886474609375,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
85,d40bed2b-cbf3-4d63-a707-91bbeb02c12d,2026-09-16T04:41:14.473476Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[512.6007080078125,54.500003814697266,61.743865966796875]",2.956423759460449,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
86,de16ca4b-0356-4151-843a-e60d0f0ae062,2026-09-16T04:42:32.0892218Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[533.6298828125,53.01620101928711,49.65092086791992]",2.8261444568634033,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
87,aeb87a7b-977a-4e46-ad33-027b37c16f1b,2026-09-16T04:42:40.3934526Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[548.51953125,51.70241165161133,53.572120666503906]",0.9259563088417053,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
88,8d2720e0-df93-40e5-bcb0-49853da8cf72,2026-09-16T04:42:50.5213098Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[530.2698974609375,53.399200439453125,50.936485290527344]",-0.7656269073486328,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
89,a165de33-076a-4f49-9d02-e79cf1edc920,2026-09-16T04:42:59.8342373Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[534.670654296875,53.30411148071289,58.337337493896484]",-2.9363577365875244,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
90,7540774c-f4c6-4981-aefc-2877b0498641,2026-09-16T04:44:18.1854089Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[620.9562377929688,44.03105926513672,-121.753662109375]",-2.755317211151123,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
91,9c9bcc61-25f9-48d9-b613-1ef966cad1f7,2026-09-16T04:44:56.5614822Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Hoverfly Swarm,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[686.5120849609375,45.795021057128906,-186.21554565429688]",1.2342456579208374,Hoverfly Swarm spawn,observation-only; home/slot/respawn unresolved
92,7f412362-6c69-4a3c-be0f-22729e33785b,2026-09-16T04:45:06.1698582Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Hoverfly Swarm,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[690.0443115234375,44.982452392578125,-176.75271606445312]",0.273837685585022,Hoverfly Swarm spawn,observation-only; home/slot/respawn unresolved
93,6a9b5feb-2b82-4e82-be05-db1cfbccc3c1,2026-09-16T04:45:33.6823052Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Hoverfly Swarm,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[682.5459594726562,46.46489715576172,-181.07835388183594]",0.16618038713932037,Hoverfly Swarm spawn,observation-only; home/slot/respawn unresolved
94,1447c113-d314-4176-abd0-bb2350e877e6,2026-09-16T04:45:49.4254054Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[658.9371337890625,43.805938720703125,-176.19076538085938]",3.1412415504455566,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
95,655af406-4daf-4c77-a7b1-4f5eeab79261,2026-09-16T04:46:11.8576692Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[640.6903686523438,42.2119140625,-163.39105224609375]",-2.1807894706726074,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
96,618e6ca6-8018-4e9a-8279-52f4c8b900e2,2026-09-16T04:46:28.6174949Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Hoverfly Swarm,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[649.7662963867188,44.422821044921875,-146.06295776367188]",0.592216968536377,Hoverfly Swarm spawn,observation-only; home/slot/respawn unresolved
97,dc36ad56-6de6-4c1c-9aa2-899650f41024,2026-09-16T04:46:39.7132662Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Hoverfly Swarm,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[660.2618408203125,45.47468566894531,-146.07913208007812]",1.6435908079147339,Hoverfly Swarm spawn,observation-only; home/slot/respawn unresolved
98,cea63fa1-5d5d-4ea8-a60f-3790c6ce74af,2026-09-16T04:46:56.3772682Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[637.0391845703125,46.33126449584961,-134.47662353515625]",1.9482927322387695,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
99,d5bc1a9d-8239-4256-a6fc-248848a6157a,2026-09-16T04:58:17.2416328Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[708.1870727539062,45.45445251464844,-172.20928955078125]",1.9556641578674316,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
100,93813b96-77fb-45a4-8e95-39c3c0b521fa,2026-09-16T04:58:29.9297743Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Hoverfly Swarm,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[696.380615234375,46.842735290527344,-183.4744873046875]",-2.4765660762786865,Hoverfly Swarm spawn,observation-only; home/slot/respawn unresolved
101,a0ac8be5-3c44-4a7a-8755-af28036c9098,2026-09-16T04:58:38.7700789Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Hoverfly Swarm,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[690.5341186523438,46.1666145324707,-186.35438537597656]",0.6649028062820435,Hoverfly Swarm spawn,observation-only; home/slot/respawn unresolved
102,1f92f30f-f22a-4d5f-bc48-4c82712086dc,2026-09-16T04:59:10.6662305Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Island Carb,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[718.6093139648438,44.57551574707031,-138.8907470703125]",0.9382569789886475,Island Crab spawn,observation-only; home/slot/respawn unresolved
103,872dde92-b6cd-4f28-84a0-d031a8d81a8b,2026-09-16T05:00:59.0419718Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Island Crab,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[741.2540283203125,44.912532806396484,-115.78153228759766]",0.21922406554222107,Island Crab spawn,observation-only; home/slot/respawn unresolved
104,d8058fb9-47a6-4183-b525-cb6f5062e80e,2026-09-16T05:01:08.505651Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Island Crab,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[736.2215576171875,47.5333251953125,-107.69893646240234]",0.38037556409835815,Island Crab spawn,observation-only; home/slot/respawn unresolved
105,48931bb3-fd65-4dd1-a266-23a18487909c,2026-09-16T05:02:50.2738139Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[705.9254150390625,45.842262268066406,-209.88412475585938]",-2.9472689628601074,Wharf Rat Spawn,observation-only; home/slot/respawn unresolved
106,b30ce6cf-b070-45af-8b60-8654fa6de6c3,2026-09-16T05:03:12.5859211Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Hoverfly Swarm,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[756.3095703125,52.499942779541016,-243.73800659179688]",2.1299571990966797,Hoverfly Swarm spawn,observation-only; home/slot/respawn unresolved
107,35af2eae-e149-4bde-b39a-104d2f40fd9b,2026-09-16T05:03:38.1856405Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Ravenous Nannygoat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[755.5381469726562,54.26963806152344,-193.8600616455078]",0.2915537357330322,Ravenous Nannygoat spawn,observation-only; home/slot/respawn unresolved
108,cfd8709a-0a34-4b85-8ba7-8eff06b9e814,2026-09-16T05:04:02.3062119Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[771.5491333007812,54.283226013183594,-242.42984008789062]",1.8941899538040161,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
109,5379d384-5281-466b-85c1-710761c439d9,2026-09-16T05:04:56.2419133Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Sea Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[824.32275390625,51.73484420776367,-225.2696990966797]",-0.010927200317382812,Sea puk spawn,observation-only; home/slot/respawn unresolved
110,24e3937b-d287-433e-9df3-98f602c6f621,2026-09-16T05:05:16.9379125Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Island Crab,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[853.0737915039062,59.24774169921875,-253.6300048828125]",1.850148320198059,Island Crab spawn,observation-only; home/slot/respawn unresolved
111,59834509-5bcd-4f5c-a76b-5de4245eebc0,2026-09-16T05:07:29.706263Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Giant Crab,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[971.8731079101562,60.39391326904297,-360.69842529296875]",1.5601757764816284,Giant Crab spawn,observation-only; home/slot/respawn unresolved
112,c725cb5e-3ee3-4e34-b619-55d4e47d22f4,2026-09-16T05:07:51.1620945Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[941.1537475585938,58.459434509277344,-404.267333984375]",-2.4302241802215576,Puk Spawn,observation-only; home/slot/respawn unresolved
113,547da152-77be-4460-bf69-65e05c31a855,2026-09-16T05:09:12.3619176Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,LadyBug,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[929.2937622070312,63.184661865234375,-406.0299072265625]",-1.8423800468444824,Ladybug spawn,observation-only; home/slot/respawn unresolved
114,24f2c722-cce9-4655-8dae-c6c110423c0c,2026-09-16T05:09:30.55441Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[938.7657470703125,59.79325866699219,-414.7128601074219]",2.214614152908325,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
115,ab0377e0-f042-4c46-aa63-479529c197aa,2026-09-16T05:10:18.4799109Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Ladybug,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[963.6438598632812,54.38251495361328,-460.71356201171875]",-2.6750869750976562,Ladybug spawn,observation-only; home/slot/respawn unresolved
116,c0382b6f-089b-4562-9bd8-1311b2faead4,2026-09-16T05:11:01.5142584Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Wharf Rat,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[1017.4688720703125,53.71029281616211,-461.7293395996094]",1.8989477157592773,Wharf Rat spawn,observation-only; home/slot/respawn unresolved
117,3c6be262-d78a-443d-9a36-92f7d0c6c33e,2026-09-16T05:12:38.65839Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[1013.8323364257812,53.9381217956543,-504.6642761230469]",-2.4197304248809814,Puk spawn,observation-only; home/slot/respawn unresolved
118,e3a9aa77-39a2-4ba5-a008-5c914e3c4e38,2026-09-16T05:12:52.883315Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Ladybug,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[998.606201171875,52.97531509399414,-511.0077819824219]",-1.925333023071289,Ladybug spawn,observation-only; home/slot/respawn unresolved
121,208baa4a-237e-47d0-8f39-7ada1b8d96b7,2026-09-16T05:23:40.7215983Z,128,Lower La Noscea,unresolved,unresolved,ambient,remaining overworld monster ambient candidate,monster,Puk,unresolved,profile-29e7368b41e51dd7,"[-2528.0,-3008.0,2080.0,1600.0]","[1127.3126220703125,50.796791076660156,-507.4461669921875]",2.092158555984497,Puk spawn,observation-only; home/slot/respawn unresolved
